format=1 tracks=8 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 112.5
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Bubble Ghost"
BA    8   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32
BA    8   CR     3+3/4   TR  7   CH 10   NT  D--          5/32

BA    9   CR         0   TR  1   CH  1   NT  C''         19/96
BA    9   CR         0   TR  2   CH  2   NT  G'          19/96
BA    9   CR         0   TR  5   CH  5   NT  F--         17/96
BA    9   CR         0   TR  6   CH  6   NT  F--         17/96
BA    9   CR         0   TR  7   CH 10   NT  G#--         5/32
BA    9   CR         0   TR  7   CH 10   NT  C--          5/32
BA    9   CR       1/4   TR  5   CH  5   NT  F--         17/96
BA    9   CR       1/4   TR  6   CH  6   NT  F--         17/96
BA    9   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA    9   CR       1/2   TR  1   CH  1   NT  C''         19/96
BA    9   CR       1/2   TR  2   CH  2   NT  G'          19/96
BA    9   CR       1/2   TR  5   CH  5   NT  F-          17/96
BA    9   CR       1/2   TR  6   CH  6   NT  F-          17/96
BA    9   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA    9   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA    9   CR       3/4   TR  5   CH  5   NT  F--         17/96
BA    9   CR       3/4   TR  6   CH  6   NT  F--         17/96
BA    9   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA    9   CR         1   TR  1   CH  1   NT  C''         23/96
BA    9   CR         1   TR  2   CH  2   NT  G'          23/96
BA    9   CR         1   TR  5   CH  5   NT  C-          17/96
BA    9   CR         1   TR  6   CH  6   NT  C-          17/96
BA    9   CR         1   TR  7   CH 10   NT  G#--         5/32
BA    9   CR         1   TR  7   CH 10   NT  C--          5/32
BA    9   CR     1+1/4   TR  1   CH  1   NT  G'          23/96
BA    9   CR     1+1/4   TR  2   CH  2   NT  C'          23/96
BA    9   CR     1+1/4   TR  5   CH  5   NT  F--         17/96
BA    9   CR     1+1/4   TR  6   CH  6   NT  F--         17/96
BA    9   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA    9   CR     1+1/2   TR  1   CH  1   NT  C''         23/96
BA    9   CR     1+1/2   TR  2   CH  2   NT  G'          23/96
BA    9   CR     1+1/2   TR  5   CH  5   NT  F-          17/96
BA    9   CR     1+1/2   TR  6   CH  6   NT  F-          17/96
BA    9   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA    9   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA    9   CR     1+3/4   TR  1   CH  1   NT  D''         43/96
BA    9   CR     1+3/4   TR  2   CH  2   NT  B'          43/96
BA    9   CR     1+3/4   TR  5   CH  5   NT  B--         17/96
BA    9   CR     1+3/4   TR  6   CH  6   NT  B--         17/96
BA    9   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA    9   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA    9   CR         2   TR  5   CH  5   NT  F-          17/96
BA    9   CR         2   TR  6   CH  6   NT  F-          17/96
BA    9   CR         2   TR  7   CH 10   NT  G#--         5/32
BA    9   CR     2+1/4   TR  5   CH  5   NT  F--         17/96
BA    9   CR     2+1/4   TR  6   CH  6   NT  F--         17/96
BA    9   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA    9   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA    9   CR     2+1/2   TR  1   CH  1   NT  D''         19/96
BA    9   CR     2+1/2   TR  2   CH  2   NT  B'          19/96
BA    9   CR     2+1/2   TR  5   CH  5   NT  B--         17/96
BA    9   CR     2+1/2   TR  6   CH  6   NT  B--         17/96
BA    9   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA    9   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA    9   CR     2+3/4   TR  5   CH  5   NT  F-          17/96
BA    9   CR     2+3/4   TR  6   CH  6   NT  F-          17/96
BA    9   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA    9   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA    9   CR         3   TR  1   CH  1   NT  D''         23/96
BA    9   CR         3   TR  2   CH  2   NT  B'          23/96
BA    9   CR         3   TR  5   CH  5   NT  C-          17/96
BA    9   CR         3   TR  6   CH  6   NT  C-          17/96
BA    9   CR         3   TR  7   CH 10   NT  G#--         5/32
BA    9   CR         3   TR  7   CH 10   NT  G#--         5/32
BA    9   CR         3   TR  7   CH 10   NT  C--          5/32
BA    9   CR     3+1/4   TR  1   CH  1   NT  G'          23/96
BA    9   CR     3+1/4   TR  2   CH  2   NT  E'          23/96
BA    9   CR     3+1/4   TR  5   CH  5   NT  F--         17/96
BA    9   CR     3+1/4   TR  6   CH  6   NT  F--         17/96
BA    9   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA    9   CR     3+1/2   TR  1   CH  1   NT  D''         23/96
BA    9   CR     3+1/2   TR  2   CH  2   NT  B'          23/96
BA    9   CR     3+1/2   TR  5   CH  5   NT  F-          17/96
BA    9   CR     3+1/2   TR  6   CH  6   NT  F-          17/96
BA    9   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA    9   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA    9   CR     3+3/4   TR  1   CH  1   NT  E''         43/96
BA    9   CR     3+3/4   TR  2   CH  2   NT  C''         43/96
BA    9   CR     3+3/4   TR  5   CH  5   NT  F--         17/96
BA    9   CR     3+3/4   TR  6   CH  6   NT  F--         17/96
BA    9   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   10   CR         0   TR  5   CH  5   NT  F--         17/96
BA   10   CR         0   TR  6   CH  6   NT  F--         17/96
BA   10   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   10   CR         0   TR  7   CH 10   NT  C--          5/32
BA   10   CR       1/4   TR  5   CH  5   NT  F--         17/96
BA   10   CR       1/4   TR  6   CH  6   NT  F--         17/96
BA   10   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   10   CR       1/2   TR  1   CH  1   NT  F''         19/96
BA   10   CR       1/2   TR  2   CH  2   NT  C''         19/96
BA   10   CR       1/2   TR  5   CH  5   NT  F-          17/96
BA   10   CR       1/2   TR  6   CH  6   NT  F-          17/96
BA   10   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   10   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   10   CR       3/4   TR  5   CH  5   NT  F--         17/96
BA   10   CR       3/4   TR  6   CH  6   NT  F--         17/96
BA   10   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   10   CR         1   TR  1   CH  1   NT  E''         19/96
BA   10   CR         1   TR  2   CH  2   NT  C''         19/96
BA   10   CR         1   TR  5   CH  5   NT  C-          17/96
BA   10   CR         1   TR  6   CH  6   NT  C-          17/96
BA   10   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   10   CR         1   TR  7   CH 10   NT  C--          5/32
BA   10   CR     1+1/4   TR  5   CH  5   NT  F--         17/96
BA   10   CR     1+1/4   TR  6   CH  6   NT  F--         17/96
BA   10   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   10   CR     1+1/2   TR  1   CH  1   NT  D''         23/96
BA   10   CR     1+1/2   TR  2   CH  2   NT  B'          23/96
BA   10   CR     1+1/2   TR  5   CH  5   NT  F-          17/96
BA   10   CR     1+1/2   TR  6   CH  6   NT  F-          17/96
BA   10   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   10   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   10   CR     1+3/4   TR  1   CH  1   NT  C''         23/96
BA   10   CR     1+3/4   TR  2   CH  2   NT  A'          23/96
BA   10   CR     1+3/4   TR  5   CH  5   NT  B--         17/96
BA   10   CR     1+3/4   TR  6   CH  6   NT  B--         17/96
BA   10   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   10   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   10   CR         2   TR  5   CH  5   NT  F-          17/96
BA   10   CR         2   TR  6   CH  6   NT  F-          17/96
BA   10   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   10   CR     2+1/4   TR  1   CH  1   NT  D''         23/96
BA   10   CR     2+1/4   TR  2   CH  2   NT  B'          23/96
BA   10   CR     2+1/4   TR  5   CH  5   NT  F--         17/96
BA   10   CR     2+1/4   TR  6   CH  6   NT  F--         17/96
BA   10   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   10   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   10   CR     2+1/2   TR  5   CH  5   NT  B--         17/96
BA   10   CR     2+1/2   TR  6   CH  6   NT  B--         17/96
BA   10   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   10   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   10   CR     2+3/4   TR  1   CH  1   NT  A'          23/96
BA   10   CR     2+3/4   TR  2   CH  2   NT  F'          23/96
BA   10   CR     2+3/4   TR  5   CH  5   NT  F-          17/96
BA   10   CR     2+3/4   TR  6   CH  6   NT  F-          17/96
BA   10   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   10   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   10   CR         3   TR  5   CH  5   NT  C-          17/96
BA   10   CR         3   TR  6   CH  6   NT  C-          17/96
BA   10   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   10   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   10   CR         3   TR  7   CH 10   NT  C--          5/32
BA   10   CR     3+1/4   TR  1   CH  1   NT  B'          43/96
BA   10   CR     3+1/4   TR  2   CH  2   NT  G'          43/96
BA   10   CR     3+1/4   TR  5   CH  5   NT  F--         17/96
BA   10   CR     3+1/4   TR  6   CH  6   NT  F--         17/96
BA   10   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   10   CR     3+1/2   TR  5   CH  5   NT  F-          17/96
BA   10   CR     3+1/2   TR  6   CH  6   NT  F-          17/96
BA   10   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   10   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   10   CR     3+3/4   TR  5   CH  5   NT  F--         17/96
BA   10   CR     3+3/4   TR  6   CH  6   NT  F--         17/96
BA   10   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   11   CR         0   TR  1   CH  1   NT  C''         19/96
BA   11   CR         0   TR  2   CH  2   NT  G'          19/96
BA   11   CR         0   TR  5   CH  5   NT  F--         17/96
BA   11   CR         0   TR  6   CH  6   NT  F--         17/96
BA   11   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   11   CR         0   TR  7   CH 10   NT  C--          5/32
BA   11   CR       1/4   TR  5   CH  5   NT  F--         17/96
BA   11   CR       1/4   TR  6   CH  6   NT  F--         17/96
BA   11   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   11   CR       1/2   TR  1   CH  1   NT  C''         19/96
BA   11   CR       1/2   TR  2   CH  2   NT  G'          19/96
BA   11   CR       1/2   TR  5   CH  5   NT  F-          17/96
BA   11   CR       1/2   TR  6   CH  6   NT  F-          17/96
BA   11   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   11   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   11   CR       3/4   TR  5   CH  5   NT  F--         17/96
BA   11   CR       3/4   TR  6   CH  6   NT  F--         17/96
BA   11   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   11   CR         1   TR  1   CH  1   NT  C''         23/96
BA   11   CR         1   TR  2   CH  2   NT  G'          23/96
BA   11   CR         1   TR  5   CH  5   NT  C-          17/96
BA   11   CR         1   TR  6   CH  6   NT  C-          17/96
BA   11   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   11   CR         1   TR  7   CH 10   NT  C--          5/32
BA   11   CR     1+1/4   TR  1   CH  1   NT  G'          23/96
BA   11   CR     1+1/4   TR  2   CH  2   NT  C'          23/96
BA   11   CR     1+1/4   TR  5   CH  5   NT  F--         17/96
BA   11   CR     1+1/4   TR  6   CH  6   NT  F--         17/96
BA   11   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   11   CR     1+1/2   TR  1   CH  1   NT  C''         23/96
BA   11   CR     1+1/2   TR  2   CH  2   NT  G'          23/96
BA   11   CR     1+1/2   TR  5   CH  5   NT  F-          17/96
BA   11   CR     1+1/2   TR  6   CH  6   NT  F-          17/96
BA   11   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   11   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   11   CR     1+3/4   TR  1   CH  1   NT  D''         43/96
BA   11   CR     1+3/4   TR  2   CH  2   NT  B'          43/96
BA   11   CR     1+3/4   TR  5   CH  5   NT  B--         17/96
BA   11   CR     1+3/4   TR  6   CH  6   NT  B--         17/96
BA   11   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   11   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   11   CR         2   TR  5   CH  5   NT  F-          17/96
BA   11   CR         2   TR  6   CH  6   NT  F-          17/96
BA   11   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   11   CR     2+1/4   TR  5   CH  5   NT  F--         17/96
BA   11   CR     2+1/4   TR  6   CH  6   NT  F--         17/96
BA   11   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   11   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   11   CR     2+1/2   TR  1   CH  1   NT  D''         19/96
BA   11   CR     2+1/2   TR  2   CH  2   NT  B'          19/96
BA   11   CR     2+1/2   TR  5   CH  5   NT  B--         17/96
BA   11   CR     2+1/2   TR  6   CH  6   NT  B--         17/96
BA   11   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   11   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   11   CR     2+3/4   TR  5   CH  5   NT  F-          17/96
BA   11   CR     2+3/4   TR  6   CH  6   NT  F-          17/96
BA   11   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   11   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   11   CR         3   TR  1   CH  1   NT  D''         23/96
BA   11   CR         3   TR  2   CH  2   NT  B'          23/96
BA   11   CR         3   TR  5   CH  5   NT  C-          17/96
BA   11   CR         3   TR  6   CH  6   NT  C-          17/96
BA   11   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   11   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   11   CR         3   TR  7   CH 10   NT  C--          5/32
BA   11   CR     3+1/4   TR  1   CH  1   NT  G'          23/96
BA   11   CR     3+1/4   TR  2   CH  2   NT  E'          23/96
BA   11   CR     3+1/4   TR  5   CH  5   NT  F--         17/96
BA   11   CR     3+1/4   TR  6   CH  6   NT  F--         17/96
BA   11   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   11   CR     3+1/2   TR  1   CH  1   NT  D''         23/96
BA   11   CR     3+1/2   TR  2   CH  2   NT  B'          23/96
BA   11   CR     3+1/2   TR  5   CH  5   NT  F-          17/96
BA   11   CR     3+1/2   TR  6   CH  6   NT  F-          17/96
BA   11   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   11   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   11   CR     3+3/4   TR  1   CH  1   NT  E''         43/96
BA   11   CR     3+3/4   TR  2   CH  2   NT  C''         43/96
BA   11   CR     3+3/4   TR  5   CH  5   NT  F--         17/96
BA   11   CR     3+3/4   TR  6   CH  6   NT  F--         17/96
BA   11   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   12   CR         0   TR  5   CH  5   NT  F--         17/96
BA   12   CR         0   TR  6   CH  6   NT  F--         17/96
BA   12   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   12   CR         0   TR  7   CH 10   NT  C--          5/32
BA   12   CR       1/4   TR  5   CH  5   NT  F--         17/96
BA   12   CR       1/4   TR  6   CH  6   NT  F--         17/96
BA   12   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   12   CR       1/2   TR  1   CH  1   NT  F''         19/96
BA   12   CR       1/2   TR  2   CH  2   NT  C''         19/96
BA   12   CR       1/2   TR  5   CH  5   NT  F-          17/96
BA   12   CR       1/2   TR  6   CH  6   NT  F-          17/96
BA   12   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   12   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   12   CR       3/4   TR  5   CH  5   NT  F--         17/96
BA   12   CR       3/4   TR  6   CH  6   NT  F--         17/96
BA   12   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   12   CR         1   TR  1   CH  1   NT  E''         19/96
BA   12   CR         1   TR  2   CH  2   NT  C''         19/96
BA   12   CR         1   TR  5   CH  5   NT  C-          17/96
BA   12   CR         1   TR  6   CH  6   NT  C-          17/96
BA   12   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   12   CR         1   TR  7   CH 10   NT  C--          5/32
BA   12   CR     1+1/4   TR  5   CH  5   NT  F--         17/96
BA   12   CR     1+1/4   TR  6   CH  6   NT  F--         17/96
BA   12   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   12   CR     1+1/2   TR  1   CH  1   NT  D''         23/96
BA   12   CR     1+1/2   TR  2   CH  2   NT  B'          23/96
BA   12   CR     1+1/2   TR  5   CH  5   NT  F-          17/96
BA   12   CR     1+1/2   TR  6   CH  6   NT  F-          17/96
BA   12   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   12   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   12   CR     1+3/4   TR  1   CH  1   NT  C''         23/96
BA   12   CR     1+3/4   TR  2   CH  2   NT  A'          23/96
BA   12   CR     1+3/4   TR  5   CH  5   NT  F--         17/96
BA   12   CR     1+3/4   TR  6   CH  6   NT  F--         17/96
BA   12   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   12   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   12   CR         2   TR  5   CH  5   NT  G--         17/96
BA   12   CR         2   TR  6   CH  6   NT  G--         17/96
BA   12   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   12   CR         2   TR  7   CH 10   NT  C--          5/32
BA   12   CR     2+1/4   TR  1   CH  1   NT  D''         23/96
BA   12   CR     2+1/4   TR  2   CH  2   NT  B'          23/96
BA   12   CR     2+1/4   TR  5   CH  5   NT  G--         17/96
BA   12   CR     2+1/4   TR  6   CH  6   NT  G--         17/96
BA   12   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   12   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   12   CR     2+1/2   TR  5   CH  5   NT  G-          17/96
BA   12   CR     2+1/2   TR  6   CH  6   NT  G-          17/96
BA   12   CR     2+1/2   TR  7   CH 10   NT  Bb--         5/32
BA   12   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   12   CR     2+3/4   TR  1   CH  1   NT  A'          23/96
BA   12   CR     2+3/4   TR  2   CH  2   NT  F'          23/96
BA   12   CR     2+3/4   TR  5   CH  5   NT  G--         17/96
BA   12   CR     2+3/4   TR  6   CH  6   NT  G--         17/96
BA   12   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   12   CR     2+3/4   TR  7   CH 10   NT  D--          5/32
BA   12   CR         3   TR  5   CH  5   NT  D-          17/96
BA   12   CR         3   TR  6   CH  6   NT  D-          17/96
BA   12   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   12   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   12   CR         3   TR  7   CH 10   NT  C--          5/32
BA   12   CR     3+1/4   TR  1   CH  1   NT  B'          43/96
BA   12   CR     3+1/4   TR  2   CH  2   NT  G'          43/96
BA   12   CR     3+1/4   TR  5   CH  5   NT  G--         17/96
BA   12   CR     3+1/4   TR  6   CH  6   NT  G--         17/96
BA   12   CR     3+1/4   TR  7   CH 10   NT  Bb--         5/32
BA   12   CR     3+1/4   TR  7   CH 10   NT  D--          5/32
BA   12   CR     3+1/2   TR  5   CH  5   NT  G-          17/96
BA   12   CR     3+1/2   TR  6   CH  6   NT  G-          17/96
BA   12   CR     3+1/2   TR  7   CH 10   NT  Bb--         5/32
BA   12   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   12   CR     3+3/4   TR  5   CH  5   NT  G--         17/96
BA   12   CR     3+3/4   TR  6   CH  6   NT  G--         17/96
BA   12   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   12   CR     3+3/4   TR  7   CH 10   NT  D--          5/32

BA   13   CR         0   TR  1   CH  1   NT  C''         19/96
BA   13   CR         0   TR  4   CH  4   NT  G-        1+31/96   von=100
BA   13   CR         0   TR  5   CH  5   NT  C--         17/96
BA   13   CR         0   TR  6   CH  6   NT  C--         17/96
BA   13   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   13   CR         0   TR  7   CH 10   NT  C--          5/32
BA   13   CR       1/4   TR  5   CH  5   NT  C--         17/96
BA   13   CR       1/4   TR  6   CH  6   NT  C--         17/96
BA   13   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   13   CR       1/2   TR  1   CH  1   NT  C''         19/96
BA   13   CR       1/2   TR  5   CH  5   NT  C-          17/96
BA   13   CR       1/2   TR  6   CH  6   NT  C-          17/96
BA   13   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   13   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   13   CR       3/4   TR  5   CH  5   NT  C--         17/96
BA   13   CR       3/4   TR  6   CH  6   NT  C--         17/96
BA   13   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   13   CR         1   TR  1   CH  1   NT  C''         23/96
BA   13   CR         1   TR  5   CH  5   NT  G--         17/96
BA   13   CR         1   TR  6   CH  6   NT  G--         17/96
BA   13   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   13   CR         1   TR  7   CH 10   NT  C--          5/32
BA   13   CR     1+1/4   TR  1   CH  1   NT  G'          23/96
BA   13   CR     1+1/4   TR  5   CH  5   NT  C--         17/96
BA   13   CR     1+1/4   TR  6   CH  6   NT  C--         17/96
BA   13   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   13   CR     1+1/2   TR  1   CH  1   NT  C''         23/96
BA   13   CR     1+1/2   TR  4   CH  4   NT  C         1+31/96
BA   13   CR     1+1/2   TR  5   CH  5   NT  C-          17/96
BA   13   CR     1+1/2   TR  6   CH  6   NT  C-          17/96
BA   13   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   13   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   13   CR     1+3/4   TR  1   CH  1   NT  D''         43/96
BA   13   CR     1+3/4   TR  5   CH  5   NT  F#--        17/96
BA   13   CR     1+3/4   TR  6   CH  6   NT  F#--        17/96
BA   13   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   13   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   13   CR         2   TR  5   CH  5   NT  C-          17/96
BA   13   CR         2   TR  6   CH  6   NT  C-          17/96
BA   13   CR         2   TR  7   CH 10   NT  G#--         5/32
BA   13   CR     2+1/4   TR  5   CH  5   NT  C--         17/96
BA   13   CR     2+1/4   TR  6   CH  6   NT  C--         17/96
BA   13   CR     2+1/4   TR  7   CH 10   NT  G#--         5/32
BA   13   CR     2+1/4   TR  7   CH 10   NT  C--          5/32
BA   13   CR     2+1/2   TR  1   CH  1   NT  D''         19/96
BA   13   CR     2+1/2   TR  5   CH  5   NT  F#--        17/96
BA   13   CR     2+1/2   TR  6   CH  6   NT  F#--        17/96
BA   13   CR     2+1/2   TR  7   CH 10   NT  G#--         5/32
BA   13   CR     2+1/2   TR  7   CH 10   NT  D--          5/32
BA   13   CR     2+3/4   TR  5   CH  5   NT  C-          17/96
BA   13   CR     2+3/4   TR  6   CH  6   NT  C-          17/96
BA   13   CR     2+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   13   CR     2+3/4   TR  7   CH 10   NT  C--          5/32
BA   13   CR         3   TR  1   CH  1   NT  D''         23/96
BA   13   CR         3   TR  4   CH  4   NT  G         1+67/96
BA   13   CR         3   TR  5   CH  5   NT  G--         17/96
BA   13   CR         3   TR  6   CH  6   NT  G--         17/96
BA   13   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   13   CR         3   TR  7   CH 10   NT  G#--         5/32
BA   13   CR         3   TR  7   CH 10   NT  C--          5/32
BA   13   CR     3+1/4   TR  1   CH  1   NT  G'          23/96
BA   13   CR     3+1/4   TR  5   CH  5   NT  C--         17/96
BA   13   CR     3+1/4   TR  6   CH  6   NT  C--         17/96
BA   13   CR     3+1/4   TR  7   CH 10   NT  G#--         5/32
BA   13   CR     3+1/2   TR  1   CH  1   NT  D''         23/96
BA   13   CR     3+1/2   TR  5   CH  5   NT  C-          17/96
BA   13   CR     3+1/2   TR  6   CH  6   NT  C-          17/96
BA   13   CR     3+1/2   TR  7   CH 10   NT  G#--         5/32
BA   13   CR     3+1/2   TR  7   CH 10   NT  D--          5/32
BA   13   CR     3+3/4   TR  1   CH  1   NT  E''         43/96
BA   13   CR     3+3/4   TR  5   CH  5   NT  C--         17/96
BA   13   CR     3+3/4   TR  6   CH  6   NT  C--         17/96
BA   13   CR     3+3/4   TR  7   CH 10   NT  Bb--         5/32

BA   14   CR         0   TR  5   CH  5   NT  C--         17/96
BA   14   CR         0   TR  6   CH  6   NT  C--         17/96
BA   14   CR         0   TR  7   CH 10   NT  G#--         5/32
BA   14   CR         0   TR  7   CH 10   NT  C--          5/32
BA   14   CR       1/4   TR  5   CH  5   NT  C--         17/96
BA   14   CR       1/4   TR  6   CH  6   NT  C--         17/96
BA   14   CR       1/4   TR  7   CH 10   NT  G#--         5/32
BA   14   CR       1/2   TR  1   CH  1   NT  F''         19/96
BA   14   CR       1/2   TR  5   CH  5   NT  C-          17/96
BA   14   CR       1/2   TR  6   CH  6   NT  C-          17/96
BA   14   CR       1/2   TR  7   CH 10   NT  G#--         5/32
BA   14   CR       1/2   TR  7   CH 10   NT  D--          5/32
BA   14   CR       3/4   TR  5   CH  5   NT  C--         17/96
BA   14   CR       3/4   TR  6   CH  6   NT  C--         17/96
BA   14   CR       3/4   TR  7   CH 10   NT  Bb--         5/32
BA   14   CR         1   TR  1   CH  1   NT  E''         19/96
BA   14   CR         1   TR  4   CH  4   NT  F           79/96
BA   14   CR         1   TR  5   CH  5   NT  G--         17/96
BA   14   CR         1   TR  6   CH  6   NT  G--         17/96
BA   14   CR         1   TR  7   CH 10   NT  G#--         5/32
BA   14   CR         1   TR  7   CH 10   NT  C--          5/32
BA   14   CR     1+1/4   TR  5   CH  5   NT  C--         17/96
BA   14   CR     1+1/4   TR  6   CH  6   NT  C--         17/96
BA   14   CR     1+1/4   TR  7   CH 10   NT  G#--         5/32
BA   14   CR     1+1/2   TR  1   CH  1   NT  D''         23/96
BA   14   CR     1+1/2   TR  5   CH  5   NT  C-          17/96
BA   14   CR     1+1/2   TR  6   CH  6   NT  C-          17/96
BA   14   CR     1+1/2   TR  7   CH 10   NT  G#--         5/32
BA   14   CR     1+1/2   TR  7   CH 10   NT  D--          5/32
BA   14   CR     1+3/4   TR  1   CH  1   NT  C''         23/96
BA   14   CR     1+3/4   TR  5   CH  5   NT  F#--        17/96
BA   14   CR     1+3/4   TR  6   CH  6   NT  F#--        17/96
BA   14   CR     1+3/4   TR  7   CH 10   NT  Bb--         5/32
BA   14   CR     1+3/4   TR  7   CH 10   NT  C--          5/32
BA   14   CR         2   TR  4   CH  4   NT  E           31/96
BA   14   CR         2   TR  5   CH  5   NT  C-          17/96
