format=1 tracks=11 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 187
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "MIDI Ch. 1"
BA   11   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA   11   CR     3+1/2   TR  5   CH  5   NT  C-          47/96
BA   11   CR     3+1/2   TR  6   CH  6   NT  C-          47/96
BA   11   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   11   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   12   CR         0   TR  1   CH  1   NT  C#'         47/96
BA   12   CR         0   TR  2   CH  2   NT  C#'         47/96
BA   12   CR         0   TR  3   CH  3   NT  F         1+47/96
BA   12   CR         0   TR  4   CH  4   NT  F         1+47/96
BA   12   CR         0   TR  5   CH  5   NT  C#--        47/96
BA   12   CR         0   TR  6   CH  6   NT  C#--        47/96
BA   12   CR         0   TR  7   CH  7   NT  C#'         47/96
BA   12   CR         0   TR  8   CH  8   NT  F         1+47/96
BA   12   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA   12   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA   12   CR       1/2   TR  1   CH  1   NT  C#'         23/96
BA   12   CR       1/2   TR  2   CH  2   NT  C#'         23/96
BA   12   CR       1/2   TR  5   CH  5   NT  C#--        23/96
BA   12   CR       1/2   TR  6   CH  6   NT  C#--        23/96
BA   12   CR       1/2   TR  7   CH  7   NT  C#'         23/96
BA   12   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   12   CR       3/4   TR  1   CH  1   NT  C#'         23/96
BA   12   CR       3/4   TR  2   CH  2   NT  C#'         23/96
BA   12   CR       3/4   TR  5   CH  5   NT  C#--        23/96
BA   12   CR       3/4   TR  6   CH  6   NT  C#--        23/96
BA   12   CR       3/4   TR  7   CH  7   NT  C#'         23/96
BA   12   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   12   CR         1   TR  1   CH  1   NT  C#'         47/96
BA   12   CR         1   TR  2   CH  2   NT  C#'         47/96
BA   12   CR         1   TR  5   CH  5   NT  C#--        47/96
BA   12   CR         1   TR  6   CH  6   NT  C#--        47/96
BA   12   CR         1   TR  7   CH  7   NT  C#'         47/96
BA   12   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA   12   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA   12   CR     1+1/2   TR  1   CH  1   NT  Eb'         47/96
BA   12   CR     1+1/2   TR  2   CH  2   NT  Eb'         47/96
BA   12   CR     1+1/2   TR  3   CH  3   NT  F#          23/96
BA   12   CR     1+1/2   TR  4   CH  4   NT  F#          23/96
BA   12   CR     1+1/2   TR  5   CH  5   NT  C#--        23/96
BA   12   CR     1+1/2   TR  6   CH  6   NT  C#--        23/96
BA   12   CR     1+1/2   TR  7   CH  7   NT  Eb'         47/96
BA   12   CR     1+1/2   TR  8   CH  8   NT  F#          23/96
BA   12   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   12   CR     1+3/4   TR  5   CH  5   NT  C#--        23/96
BA   12   CR     1+3/4   TR  6   CH  6   NT  C#--        23/96
BA   12   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   12   CR         2   TR  5   CH  5   NT  C#--        47/96
BA   12   CR         2   TR  6   CH  6   NT  C#--        47/96
BA   12   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA   12   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA   12   CR     2+1/2   TR  1   CH  1   NT  F'        1+47/96
BA   12   CR     2+1/2   TR  2   CH  2   NT  F'        1+47/96
BA   12   CR     2+1/2   TR  3   CH  3   NT  G#        1+47/96
BA   12   CR     2+1/2   TR  4   CH  4   NT  G#        1+47/96
BA   12   CR     2+1/2   TR  5   CH  5   NT  F#--        47/96
BA   12   CR     2+1/2   TR  6   CH  6   NT  F#--        47/96
BA   12   CR     2+1/2   TR  7   CH  7   NT  F'        1+47/96
BA   12   CR     2+1/2   TR  8   CH  8   NT  G#        1+47/96
BA   12   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   12   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   12   CR         3   TR  5   CH  5   NT  A--         47/96
BA   12   CR         3   TR  6   CH  6   NT  A--         47/96
BA   12   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA   12   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA   12   CR     3+1/2   TR  5   CH  5   NT  C#-         47/96
BA   12   CR     3+1/2   TR  6   CH  6   NT  C#-         47/96
BA   12   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   12   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   13   CR         0   TR  1   CH  1   NT  Eb'         47/96
BA   13   CR         0   TR  2   CH  2   NT  Eb'         47/96
BA   13   CR         0   TR  3   CH  3   NT  G         1+47/96
BA   13   CR         0   TR  4   CH  4   NT  G         1+47/96
BA   13   CR         0   TR  5   CH  5   NT  Eb--        47/96
BA   13   CR         0   TR  6   CH  6   NT  Eb--        47/96
BA   13   CR         0   TR  7   CH  7   NT  Eb'         47/96
BA   13   CR         0   TR  8   CH  8   NT  G         1+47/96
BA   13   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA   13   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA   13   CR       1/2   TR  1   CH  1   NT  F'          47/96
BA   13   CR       1/2   TR  2   CH  2   NT  F'          47/96
BA   13   CR       1/2   TR  5   CH  5   NT  Eb--        23/96
BA   13   CR       1/2   TR  6   CH  6   NT  Eb--        23/96
BA   13   CR       1/2   TR  7   CH  7   NT  F'          47/96
BA   13   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   13   CR       3/4   TR  5   CH  5   NT  Eb--        23/96
BA   13   CR       3/4   TR  6   CH  6   NT  Eb--        23/96
BA   13   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   13   CR         1   TR  1   CH  1   NT  Eb'         47/96
BA   13   CR         1   TR  2   CH  2   NT  Eb'         47/96
BA   13   CR         1   TR  5   CH  5   NT  Eb--        47/96
BA   13   CR         1   TR  6   CH  6   NT  Eb--        47/96
BA   13   CR         1   TR  7   CH  7   NT  Eb'         47/96
BA   13   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA   13   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA   13   CR     1+1/2   TR  1   CH  1   NT  Bb        1+95/96
BA   13   CR     1+1/2   TR  2   CH  2   NT  Bb        1+95/96
BA   13   CR     1+1/2   TR  3   CH  3   NT  Eb        1+47/96
BA   13   CR     1+1/2   TR  4   CH  4   NT  Eb        1+47/96
BA   13   CR     1+1/2   TR  5   CH  5   NT  Eb--        23/96
BA   13   CR     1+1/2   TR  6   CH  6   NT  Eb--        23/96
BA   13   CR     1+1/2   TR  7   CH  7   NT  Bb        1+95/96
BA   13   CR     1+1/2   TR  8   CH  8   NT  Eb        1+47/96
BA   13   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   13   CR     1+3/4   TR  5   CH  5   NT  Eb--        23/96
BA   13   CR     1+3/4   TR  6   CH  6   NT  Eb--        23/96
BA   13   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   13   CR         2   TR  5   CH  5   NT  Eb--        47/96
BA   13   CR         2   TR  6   CH  6   NT  Eb--        47/96
BA   13   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA   13   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA   13   CR     2+1/2   TR  5   CH  5   NT  Bb--        47/96
BA   13   CR     2+1/2   TR  6   CH  6   NT  Bb--        47/96
BA   13   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   13   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   13   CR         3   TR  3   CH  3   NT  Bb-         95/96
BA   13   CR         3   TR  4   CH  4   NT  Bb-         95/96
BA   13   CR         3   TR  5   CH  5   NT  G--         47/96
BA   13   CR         3   TR  6   CH  6   NT  G--         47/96
BA   13   CR         3   TR  8   CH  8   NT  Bb-         95/96
BA   13   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA   13   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA   13   CR     3+1/2   TR  1   CH  1   NT  Bb          23/96
BA   13   CR     3+1/2   TR  2   CH  2   NT  Bb          23/96
BA   13   CR     3+1/2   TR  5   CH  5   NT  Eb--        47/96
BA   13   CR     3+1/2   TR  6   CH  6   NT  Eb--        47/96
BA   13   CR     3+1/2   TR  7   CH  7   NT  Bb          23/96
BA   13   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   13   CR     3+3/4   TR  1   CH  1   NT  C'          23/96
BA   13   CR     3+3/4   TR  2   CH  2   NT  C'          23/96
BA   13   CR     3+3/4   TR  7   CH  7   NT  C'          23/96
BA   13   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   14   CR         0   TR  1   CH  1   NT  C#'       1+95/96
BA   14   CR         0   TR  2   CH  2   NT  C#'       1+95/96
BA   14   CR         0   TR  3   CH  3   NT  C#        1+95/96
BA   14   CR         0   TR  4   CH  4   NT  C#        1+95/96
BA   14   CR         0   TR  5   CH  5   NT  C#-         47/96
BA   14   CR         0   TR  6   CH  6   NT  C#-         47/96
BA   14   CR         0   TR  7   CH  7   NT  C#'       1+95/96
BA   14   CR         0   TR  8   CH  8   NT  C#        1+95/96
BA   14   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA   14   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA   14   CR       1/2   TR  5   CH  5   NT  C#-         23/96
BA   14   CR       1/2   TR  6   CH  6   NT  C#-         23/96
BA   14   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   14   CR       3/4   TR  5   CH  5   NT  C#-         23/96
BA   14   CR       3/4   TR  6   CH  6   NT  C#-         23/96
BA   14   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   14   CR         1   TR  5   CH  5   NT  C#-         47/96
BA   14   CR         1   TR  6   CH  6   NT  C#-         47/96
BA   14   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA   14   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA   14   CR     1+1/2   TR  5   CH  5   NT  C#-         23/96
BA   14   CR     1+1/2   TR  6   CH  6   NT  C#-         23/96
BA   14   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   14   CR     1+3/4   TR  5   CH  5   NT  C#-         23/96
BA   14   CR     1+3/4   TR  6   CH  6   NT  C#-         23/96
BA   14   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   14   CR         2   TR  1   CH  1   NT  C#'         71/96
BA   14   CR         2   TR  2   CH  2   NT  C#'         71/96
BA   14   CR         2   TR  3   CH  3   NT  C#          71/96
BA   14   CR         2   TR  4   CH  4   NT  C#          71/96
BA   14   CR         2   TR  5   CH  5   NT  C#-         47/96
BA   14   CR         2   TR  6   CH  6   NT  C#-         47/96
BA   14   CR         2   TR  7   CH  7   NT  C#'         71/96
BA   14   CR         2   TR  8   CH  8   NT  C#          71/96
BA   14   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA   14   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA   14   CR     2+1/2   TR  5   CH  5   NT  C#-         23/96
BA   14   CR     2+1/2   TR  6   CH  6   NT  C#-         23/96
BA   14   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   14   CR     2+3/4   TR  1   CH  1   NT  Bb          71/96
BA   14   CR     2+3/4   TR  2   CH  2   NT  Bb          71/96
BA   14   CR     2+3/4   TR  3   CH  3   NT  Eb          71/96
BA   14   CR     2+3/4   TR  4   CH  4   NT  Eb          71/96
BA   14   CR     2+3/4   TR  5   CH  5   NT  C#-         23/96
BA   14   CR     2+3/4   TR  6   CH  6   NT  C#-         23/96
BA   14   CR     2+3/4   TR  7   CH  7   NT  Bb          71/96
BA   14   CR     2+3/4   TR  8   CH  8   NT  Eb          71/96
BA   14   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   14   CR         3   TR  5   CH  5   NT  Eb-         47/96
BA   14   CR         3   TR  6   CH  6   NT  Eb-         47/96
BA   14   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA   14   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA   14   CR     3+1/2   TR  1   CH  1   NT  F'          47/96
BA   14   CR     3+1/2   TR  2   CH  2   NT  F'          47/96
BA   14   CR     3+1/2   TR  3   CH  3   NT  F           47/96
BA   14   CR     3+1/2   TR  4   CH  4   NT  F           47/96
BA   14   CR     3+1/2   TR  5   CH  5   NT  F-          47/96
BA   14   CR     3+1/2   TR  6   CH  6   NT  F-          47/96
BA   14   CR     3+1/2   TR  7   CH  7   NT  F'          47/96
BA   14   CR     3+1/2   TR  8   CH  8   NT  F           47/96
BA   14   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   14   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   15   CR         0   TR  1   CH  1   NT  Eb'         95/96
BA   15   CR         0   TR  2   CH  2   NT  Eb'         95/96
BA   15   CR         0   TR  3   CH  3   NT  Eb        1+95/96
BA   15   CR         0   TR  4   CH  4   NT  Eb        1+95/96
BA   15   CR         0   TR  5   CH  5   NT  Eb-         47/96
BA   15   CR         0   TR  6   CH  6   NT  Eb-         47/96
BA   15   CR         0   TR  7   CH  7   NT  Eb'         95/96
BA   15   CR         0   TR  8   CH  8   NT  Eb        1+95/96
BA   15   CR         0   TR 10   CH 10   NT  C--         95/96   von=93
BA   15   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA   15   CR       1/2   TR  5   CH  5   NT  Eb-         23/96
BA   15   CR       1/2   TR  6   CH  6   NT  Eb-         23/96
BA   15   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   15   CR       3/4   TR  5   CH  5   NT  Eb-         23/96
BA   15   CR       3/4   TR  6   CH  6   NT  Eb-         23/96
BA   15   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   15   CR         1   TR  1   CH  1   NT  C#'         95/96
BA   15   CR         1   TR  2   CH  2   NT  C#'         95/96
BA   15   CR         1   TR  5   CH  5   NT  Eb-         47/96
BA   15   CR         1   TR  6   CH  6   NT  Eb-         47/96
BA   15   CR         1   TR  7   CH  7   NT  C#'         95/96
BA   15   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA   15   CR         1   TR 10   CH 10   NT  E--         95/96   von=127
BA   15   CR     1+1/2   TR  5   CH  5   NT  Eb-         23/96
BA   15   CR     1+1/2   TR  6   CH  6   NT  Eb-         23/96
BA   15   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   15   CR     1+3/4   TR  5   CH  5   NT  Eb-         23/96
BA   15   CR     1+3/4   TR  6   CH  6   NT  Eb-         23/96
BA   15   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   15   CR         2   TR  1   CH  1   NT  C'          95/96
BA   15   CR         2   TR  2   CH  2   NT  C'          95/96
BA   15   CR         2   TR  3   CH  3   NT  C         1+95/96
BA   15   CR         2   TR  4   CH  4   NT  C         1+95/96
BA   15   CR         2   TR  5   CH  5   NT  Eb-         47/96
BA   15   CR         2   TR  6   CH  6   NT  Eb-         47/96
BA   15   CR         2   TR  7   CH  7   NT  C'          95/96
BA   15   CR         2   TR  8   CH  8   NT  C         1+95/96
BA   15   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA   15   CR         2   TR 10   CH 10   NT  C--         95/96   von=93
BA   15   CR     2+1/2   TR  5   CH  5   NT  Eb-         23/96
BA   15   CR     2+1/2   TR  6   CH  6   NT  Eb-         23/96
BA   15   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   15   CR     2+3/4   TR  5   CH  5   NT  Eb-         23/96
BA   15   CR     2+3/4   TR  6   CH  6   NT  Eb-         23/96
BA   15   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   15   CR         3   TR  1   CH  1   NT  G#          95/96
BA   15   CR         3   TR  2   CH  2   NT  G#          95/96
BA   15   CR         3   TR  5   CH  5   NT  Bb-         47/96
BA   15   CR         3   TR  6   CH  6   NT  Bb-         47/96
BA   15   CR         3   TR  7   CH  7   NT  G#          95/96
BA   15   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA   15   CR         3   TR 10   CH 10   NT  E--         95/96   von=127
BA   15   CR     3+1/2   TR  5   CH  5   NT  C           47/96
BA   15   CR     3+1/2   TR  6   CH  6   NT  C           47/96
BA   15   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   15   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   16   CR         0   TR  1   CH  1   NT  Bb        1+95/96
BA   16   CR         0   TR  2   CH  2   NT  Bb        1+95/96
BA   16   CR         0   TR  3   CH  3   NT  Bb-       3+95/96
BA   16   CR         0   TR  4   CH  4   NT  Bb-       3+95/96
BA   16   CR         0   TR  5   CH  5   NT  Bb-         47/96
BA   16   CR         0   TR  6   CH  6   NT  Bb-         47/96
BA   16   CR         0   TR  7   CH  7   NT  Bb        1+95/96
BA   16   CR         0   TR  8   CH  8   NT  Bb-       3+95/96
BA   16   CR         0   TR 10   CH 10   NT  C--         95/96   von=92
BA   16   CR         0   TR 10   CH 10   NT  F#--        23/96   von=100
BA   16   CR       1/2   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR       1/2   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR       1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   16   CR       3/4   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR       3/4   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR       3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   16   CR         1   TR  5   CH  5   NT  Bb-         47/96
BA   16   CR         1   TR  6   CH  6   NT  Bb-         47/96
BA   16   CR         1   TR 10   CH 10   NT  F#--        23/96   von=100
BA   16   CR         1   TR 10   CH 10   NT  E--         95/96   von=126
BA   16   CR     1+1/2   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR     1+1/2   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR     1+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   16   CR     1+3/4   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR     1+3/4   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR     1+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   16   CR         2   TR  1   CH  1   NT  Bb'         23/96
BA   16   CR         2   TR  2   CH  2   NT  Bb'         23/96
BA   16   CR         2   TR  5   CH  5   NT  Bb-         47/96
BA   16   CR         2   TR  6   CH  6   NT  Bb-         47/96
BA   16   CR         2   TR  7   CH  7   NT  Bb'         23/96
BA   16   CR         2   TR 10   CH 10   NT  F#--        23/96   von=100
BA   16   CR         2   TR 10   CH 10   NT  C--         95/96   von=92
BA   16   CR     2+1/4   TR  1   CH  1   NT  F'          23/96
BA   16   CR     2+1/4   TR  2   CH  2   NT  F'          23/96
BA   16   CR     2+1/4   TR  7   CH  7   NT  F'          23/96
BA   16   CR     2+1/2   TR  1   CH  1   NT  C#'         23/96
BA   16   CR     2+1/2   TR  2   CH  2   NT  C#'         23/96
BA   16   CR     2+1/2   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR     2+1/2   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR     2+1/2   TR  7   CH  7   NT  C#'         23/96
BA   16   CR     2+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   16   CR     2+3/4   TR  1   CH  1   NT  C'          23/96
BA   16   CR     2+3/4   TR  2   CH  2   NT  C'          23/96
BA   16   CR     2+3/4   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR     2+3/4   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR     2+3/4   TR  7   CH  7   NT  C'          23/96
BA   16   CR     2+3/4   TR 10   CH 10   NT  F#--        23/96   von=81
BA   16   CR         3   TR  1   CH  1   NT  Bb          23/96
BA   16   CR         3   TR  2   CH  2   NT  Bb          23/96
BA   16   CR         3   TR  5   CH  5   NT  Bb-         47/96
BA   16   CR         3   TR  6   CH  6   NT  Bb-         47/96
BA   16   CR         3   TR  7   CH  7   NT  Bb          23/96
BA   16   CR         3   TR 10   CH 10   NT  D--         23/96   von=126
BA   16   CR         3   TR 10   CH 10   NT  E--         23/96
BA   16   CR         3   TR 10   CH 10   NT  F#--        23/96   von=100
BA   16   CR     3+1/4   TR  1   CH  1   NT  C'          23/96
BA   16   CR     3+1/4   TR  2   CH  2   NT  C'          23/96
BA   16   CR     3+1/4   TR  7   CH  7   NT  C'          23/96
BA   16   CR     3+1/4   TR 10   CH 10   NT  D--         23/96   von=126
BA   16   CR     3+1/4   TR 10   CH 10   NT  E--         23/96
BA   16   CR     3+1/2   TR  1   CH  1   NT  C#'         23/96
BA   16   CR     3+1/2   TR  2   CH  2   NT  C#'         23/96
BA   16   CR     3+1/2   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR     3+1/2   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR     3+1/2   TR  7   CH  7   NT  C#'         23/96
BA   16   CR     3+1/2   TR 10   CH 10   NT  D--         23/96
BA   16   CR     3+1/2   TR 10   CH 10   NT  E--         23/96
BA   16   CR     3+1/2   TR 10   CH 10   NT  F#--        23/96   von=66
BA   16   CR     3+3/4   TR  1   CH  1   NT  Eb'         23/96
BA   16   CR     3+3/4   TR  2   CH  2   NT  Eb'         23/96
BA   16   CR     3+3/4   TR  5   CH  5   NT  Bb-         23/96
BA   16   CR     3+3/4   TR  6   CH  6   NT  Bb-         23/96
BA   16   CR     3+3/4   TR  7   CH  7   NT  Eb'         23/96
BA   16   CR     3+3/4   TR 10   CH 10   NT  D--         23/96   von=126
BA   16   CR     3+3/4   TR 10   CH 10   NT  E--         23/96
BA   16   CR     3+3/4   TR 10   CH 10   NT  F#--        23/96   von=81

BA   17   CR         0   TR  1   CH  1   NT  Bb          47/96
BA   17   CR         0   TR  1   CH  1   NT  Bb'         47/96
BA   17   CR         0   TR  2   CH  2   NT  Bb          47/96
BA   17   CR         0   TR  2   CH  2   NT  Bb'         47/96
BA   17   CR         0   TR  3   CH  3   NT  Bb-         47/96
BA   17   CR         0   TR  4   CH  4   NT  Bb-         47/96
BA   17   CR         0   TR  5   CH  5   NT  Bb--        47/96
BA   17   CR         0   TR  5   CH  5   NT  Bb-         47/96
BA   17   CR         0   TR  6   CH  6   NT  Bb--        47/96
BA   17   CR         0   TR  6   CH  6   NT  Bb-         47/96
BA   17   CR         0   TR  7   CH  7   NT  Bb          47/96
BA   17   CR         0   TR  7   CH  7   NT  Bb'         47/96
BA   17   CR         0   TR  8   CH  8   NT  Bb-         47/96
BA   17   CR         0   TR  9   CH  9   NT  Bb          47/96   von=111
BA   17   CR         0   TR  9   CH  9   NT  Bb-         47/96
BA   17   CR         0   TR 10   CH 10   NT  G-          47/96   von=111
BA   17   CR         0   TR 10   CH 10   NT  E-          47/96
BA   17   CR         0   TR 10   CH 10   NT  D--         47/96   von=126
BA   17   CR         0   TR 10   CH 10   NT  E--         47/96
BA   17   CR       3/4   TR  1   CH  1   NT  Bb          47/96
BA   17   CR       3/4   TR  1   CH  1   NT  Bb'         47/96
BA   17   CR       3/4   TR  2   CH  2   NT  Bb          47/96
BA   17   CR       3/4   TR  2   CH  2   NT  Bb'         47/96
BA   17   CR       3/4   TR  3   CH  3   NT  Bb-         47/96
BA   17   CR       3/4   TR  4   CH  4   NT  Bb-         47/96
BA   17   CR       3/4   TR  5   CH  5   NT  Bb--        47/96
BA   17   CR       3/4   TR  5   CH  5   NT  Bb-         47/96
BA   17   CR       3/4   TR  6   CH  6   NT  Bb--        47/96
BA   17   CR       3/4   TR  6   CH  6   NT  Bb-         47/96
BA   17   CR       3/4   TR  7   CH  7   NT  Bb          47/96
BA   17   CR       3/4   TR  7   CH  7   NT  Bb'         47/96
BA   17   CR       3/4   TR  8   CH  8   NT  Bb-         47/96
BA   17   CR       3/4   TR  9   CH  9   NT  Bb          47/96
BA   17   CR       3/4   TR  9   CH  9   NT  Bb-         47/96
BA   17   CR       3/4   TR 10   CH 10   NT  G-          47/96   von=111
BA   17   CR       3/4   TR 10   CH 10   NT  E-          47/96
BA   17   CR       3/4   TR 10   CH 10   NT  D--         47/96   von=126
BA   17   CR       3/4   TR 10   CH 10   NT  E--         47/96
BA   17   CR     1+1/2   TR  1   CH  1   NT  Bb          47/96
BA   17   CR     1+1/2   TR  1   CH  1   NT  Bb'         47/96
BA   17   CR     1+1/2   TR  2   CH  2   NT  Bb          47/96
BA   17   CR     1+1/2   TR  2   CH  2   NT  Bb'         47/96
BA   17   CR     1+1/2   TR  3   CH  3   NT  Bb-         47/96
BA   17   CR     1+1/2   TR  4   CH  4   NT  Bb-         47/96
BA   17   CR     1+1/2   TR  5   CH  5   NT  Bb--        47/96
BA   17   CR     1+1/2   TR  5   CH  5   NT  Bb-         47/96
BA   17   CR     1+1/2   TR  6   CH  6   NT  Bb--        47/96
BA   17   CR     1+1/2   TR  6   CH  6   NT  Bb-         47/96
BA   17   CR     1+1/2   TR  7   CH  7   NT  Bb          47/96
BA   17   CR     1+1/2   TR  7   CH  7   NT  Bb'         47/96
BA   17   CR     1+1/2   TR  8   CH  8   NT  Bb-         47/96
BA   17   CR     1+1/2   TR  9   CH  9   NT  Bb          47/96
BA   17   CR     1+1/2   TR  9   CH  9   NT  Bb-         47/96
BA   17   CR     1+1/2   TR 10   CH 10   NT  A-       14+47/96   von=127
BA   17   CR     1+1/2   TR 10   CH 10   NT  C#-      14+47/96
BA   17   CR     1+1/2   TR 10   CH 10   NT  G-       14+47/96
BA   17   CR     1+1/2   TR 10   CH 10   NT  E--      14+47/96
BA   17   CR     1+1/2   TR 10   CH 10   NT  D--      14+47/96

BA   25   CR         0   TR  1   CH  1   ST &B0 &65 &00
BA   25   CR         0   TR  1   CH  1   ST &B0 &64 &00
BA   25   CR         0   TR  1   CH  1   ST &B0 &06 &0C
BA   25   CR         0   TR  1   CH  1   ST &B0 &0A &40
BA   25   CR         0   TR  1   CH  1   Channel volume 100
BA   25   CR         0   TR  1   CH  1   ST &E0 &00 &40
BA   25   CR         0   TR  1   CH  1   Instrument 63
BA   25   CR         0   TR  2   CH  2   ST &B1 &65 &00
BA   25   CR         0   TR  2   CH  2   ST &B1 &64 &00
BA   25   CR         0   TR  2   CH  2   ST &B1 &06 &0C
BA   25   CR         0   TR  2   CH  2   ST &B1 &0A &40
BA   25   CR         0   TR  2   CH  2   Channel volume 100
BA   25   CR         0   TR  2   CH  2   ST &E1 &00 &40
BA   25   CR         0   TR  2   CH  2   Instrument 81
BA   25   CR         0   TR  3   CH  3   ST &B2 &65 &00
BA   25   CR         0   TR  3   CH  3   ST &B2 &64 &00
BA   25   CR         0   TR  3   CH  3   ST &B2 &06 &0C
BA   25   CR         0   TR  3   CH  3   ST &B2 &0A &40
BA   25   CR         0   TR  3   CH  3   Channel volume 100
BA   25   CR         0   TR  3   CH  3   ST &E2 &00 &40
BA   25   CR         0   TR  3   CH  3   Instrument 63
BA   25   CR         0   TR  4   CH  4   ST &B3 &65 &00
BA   25   CR         0   TR  4   CH  4   ST &B3 &64 &00
BA   25   CR         0   TR  4   CH  4   ST &B3 &06 &0C
