format=1 tracks=9 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Tales of Symphonia - Dawn of the New World"
BA   19   CR     2+1/2   TR  4   CH  4   NT  E'           7/32
BA   19   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   19   CR     2+3/4   TR  4   CH  4   NT  C'           7/32
BA   19   CR         3   TR  3   CH  3   NT  C-          15/32
BA   19   CR         3   TR  4   CH  4   NT  G            7/32
BA   19   CR         3   TR  8   CH 10   NT  E--         15/32
BA   19   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   19   CR     3+1/4   TR  4   CH  4   NT  E            7/32
BA   19   CR     3+1/2   TR  3   CH  3   NT  C-          15/32
BA   19   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   19   CR     3+3/4   TR  4   CH  4   NT  G-           7/32

BA   20   CR         0   TR  1   CH  1   NT  G           31/32
BA   20   CR         0   TR  3   CH  3   NT  C-          15/32
BA   20   CR         0   TR  4   CH  4   NT  E-           7/32
BA   20   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   20   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   20   CR       1/4   TR  4   CH  4   NT  G-           7/32
BA   20   CR       1/2   TR  3   CH  3   NT  C-          15/32
BA   20   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   20   CR       3/4   TR  4   CH  4   NT  E            7/32
BA   20   CR         1   TR  3   CH  3   NT  C-          15/32
BA   20   CR         1   TR  4   CH  4   NT  G            7/32
BA   20   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   20   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   20   CR     1+1/4   TR  4   CH  4   NT  C'           7/32
BA   20   CR     1+1/2   TR  3   CH  3   NT  C-          15/32
BA   20   CR     1+1/2   TR  4   CH  4   NT  E'           7/32
BA   20   CR     1+3/4   TR  4   CH  4   NT  G'           7/32
BA   20   CR         2   TR  1   CH  1   NT  F#          31/32
BA   20   CR         2   TR  3   CH  3   NT  C-          15/32
BA   20   CR         2   TR  4   CH  4   NT  E'           7/32
BA   20   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   20   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   20   CR     2+1/4   TR  4   CH  4   NT  G'           7/32
BA   20   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   20   CR     2+1/2   TR  3   CH  3   NT  C-          15/32
BA   20   CR     2+1/2   TR  4   CH  4   NT  E'           7/32
BA   20   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   20   CR     2+3/4   TR  4   CH  4   NT  C'           7/32
BA   20   CR         3   TR  1   CH  1   NT  G           31/32
BA   20   CR         3   TR  3   CH  3   NT  C-          15/32
BA   20   CR         3   TR  4   CH  4   NT  G            7/32
BA   20   CR         3   TR  8   CH 10   NT  E--         15/32
BA   20   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   20   CR     3+1/4   TR  4   CH  4   NT  E            7/32
BA   20   CR     3+1/2   TR  3   CH  3   NT  C-          15/32
BA   20   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   20   CR     3+3/4   TR  4   CH  4   NT  G-           7/32

BA   21   CR         0   TR  3   CH  3   NT  E--         15/32
BA   21   CR         0   TR  4   CH  4   NT  E-           7/32
BA   21   CR         0   TR  5   CH  5   NT  E         7+31/32
BA   21   CR         0   TR  5   CH  5   NT  G         7+31/32
BA   21   CR         0   TR  5   CH  5   NT  B-        7+31/32
BA   21   CR         0   TR  8   CH 10   NT  Bb--        31/32
BA   21   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   21   CR       1/4   TR  4   CH  4   NT  G-           7/32
BA   21   CR       1/2   TR  3   CH  3   NT  E--         15/32
BA   21   CR       1/2   TR  4   CH  4   NT  B-           7/32
BA   21   CR       3/4   TR  4   CH  4   NT  E            7/32
BA   21   CR         1   TR  3   CH  3   NT  E--         15/32
BA   21   CR         1   TR  4   CH  4   NT  G            7/32
BA   21   CR         1   TR  8   CH 10   NT  E--         15/32
BA   21   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   21   CR     1+1/4   TR  4   CH  4   NT  B            7/32
BA   21   CR     1+1/2   TR  3   CH  3   NT  E--         15/32
BA   21   CR     1+1/2   TR  4   CH  4   NT  E'           7/32
BA   21   CR     1+3/4   TR  4   CH  4   NT  G'           7/32
BA   21   CR         2   TR  3   CH  3   NT  E--         15/32
BA   21   CR         2   TR  4   CH  4   NT  E'           7/32
BA   21   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   21   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   21   CR     2+1/4   TR  4   CH  4   NT  G'           7/32
BA   21   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   21   CR     2+1/2   TR  3   CH  3   NT  E--         15/32
BA   21   CR     2+1/2   TR  4   CH  4   NT  E'           7/32
BA   21   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   21   CR     2+3/4   TR  4   CH  4   NT  B            7/32
BA   21   CR         3   TR  1   CH  1   NT  E           31/32
BA   21   CR         3   TR  3   CH  3   NT  E--         15/32
BA   21   CR         3   TR  4   CH  4   NT  G            7/32
BA   21   CR         3   TR  8   CH 10   NT  E--         15/32
BA   21   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   21   CR     3+1/4   TR  4   CH  4   NT  E            7/32
BA   21   CR     3+1/2   TR  3   CH  3   NT  E--         15/32
BA   21   CR     3+1/2   TR  4   CH  4   NT  B-           7/32
BA   21   CR     3+3/4   TR  4   CH  4   NT  G-           7/32

BA   22   CR         0   TR  1   CH  1   NT  B           31/32
BA   22   CR         0   TR  3   CH  3   NT  E--         15/32
BA   22   CR         0   TR  4   CH  4   NT  E-           7/32
BA   22   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   22   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   22   CR       1/4   TR  4   CH  4   NT  G-           7/32
BA   22   CR       1/2   TR  3   CH  3   NT  E--         15/32
BA   22   CR       1/2   TR  4   CH  4   NT  B-           7/32
BA   22   CR       3/4   TR  4   CH  4   NT  E            7/32
BA   22   CR         1   TR  3   CH  3   NT  E--         15/32
BA   22   CR         1   TR  4   CH  4   NT  G            7/32
BA   22   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   22   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   22   CR     1+1/4   TR  4   CH  4   NT  B            7/32
BA   22   CR     1+1/2   TR  3   CH  3   NT  E--         15/32
BA   22   CR     1+1/2   TR  4   CH  4   NT  E'           7/32
BA   22   CR     1+3/4   TR  4   CH  4   NT  G'           7/32
BA   22   CR         2   TR  3   CH  3   NT  E--         15/32
BA   22   CR         2   TR  4   CH  4   NT  E'           7/32
BA   22   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   22   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   22   CR     2+1/4   TR  4   CH  4   NT  G'           7/32
BA   22   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   22   CR     2+1/2   TR  3   CH  3   NT  E--         15/32
BA   22   CR     2+1/2   TR  4   CH  4   NT  E'           7/32
BA   22   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   22   CR     2+3/4   TR  4   CH  4   NT  B            7/32
BA   22   CR         3   TR  3   CH  3   NT  E--         15/32
BA   22   CR         3   TR  4   CH  4   NT  G            7/32
BA   22   CR         3   TR  8   CH 10   NT  E--         15/32
BA   22   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   22   CR     3+1/4   TR  4   CH  4   NT  E            7/32
BA   22   CR     3+1/2   TR  3   CH  3   NT  E--         15/32
BA   22   CR     3+1/2   TR  4   CH  4   NT  B-           7/32
BA   22   CR     3+3/4   TR  4   CH  4   NT  G-           7/32

BA   23   CR         0   TR  1   CH  1   NT  A           31/32
BA   23   CR         0   TR  3   CH  3   NT  C-          15/32
BA   23   CR         0   TR  4   CH  4   NT  E-           7/32
BA   23   CR         0   TR  5   CH  5   NT  G         7+31/32
BA   23   CR         0   TR  5   CH  5   NT  E         7+31/32
BA   23   CR         0   TR  5   CH  5   NT  C         7+31/32
BA   23   CR         0   TR  8   CH 10   NT  Bb--        31/32
BA   23   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   23   CR       1/4   TR  4   CH  4   NT  G-           7/32
BA   23   CR       1/2   TR  3   CH  3   NT  C-          15/32
BA   23   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   23   CR       3/4   TR  4   CH  4   NT  E            7/32
BA   23   CR         1   TR  3   CH  3   NT  C-          15/32
BA   23   CR         1   TR  4   CH  4   NT  G            7/32
BA   23   CR         1   TR  8   CH 10   NT  E--         15/32
BA   23   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   23   CR     1+1/4   TR  4   CH  4   NT  C'           7/32
BA   23   CR     1+1/2   TR  3   CH  3   NT  C-          15/32
BA   23   CR     1+1/2   TR  4   CH  4   NT  E'           7/32
BA   23   CR     1+3/4   TR  4   CH  4   NT  G'           7/32
BA   23   CR         2   TR  3   CH  3   NT  C-          15/32
BA   23   CR         2   TR  4   CH  4   NT  E'           7/32
BA   23   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   23   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   23   CR     2+1/4   TR  4   CH  4   NT  G'           7/32
BA   23   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   23   CR     2+1/2   TR  3   CH  3   NT  C-          15/32
BA   23   CR     2+1/2   TR  4   CH  4   NT  E'           7/32
BA   23   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   23   CR     2+3/4   TR  4   CH  4   NT  C'           7/32
BA   23   CR         3   TR  3   CH  3   NT  C-          15/32
BA   23   CR         3   TR  4   CH  4   NT  G            7/32
BA   23   CR         3   TR  8   CH 10   NT  E--         15/32
BA   23   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   23   CR     3+1/4   TR  4   CH  4   NT  E            7/32
BA   23   CR     3+1/2   TR  3   CH  3   NT  C-          15/32
BA   23   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   23   CR     3+3/4   TR  4   CH  4   NT  G-           7/32

BA   24   CR         0   TR  1   CH  1   NT  B           31/32
BA   24   CR         0   TR  3   CH  3   NT  C-          15/32
BA   24   CR         0   TR  4   CH  4   NT  E-           7/32
BA   24   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   24   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   24   CR       1/4   TR  4   CH  4   NT  G-           7/32
BA   24   CR       1/2   TR  3   CH  3   NT  C-          15/32
BA   24   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   24   CR       3/4   TR  4   CH  4   NT  E            7/32
BA   24   CR         1   TR  3   CH  3   NT  C-          15/32
BA   24   CR         1   TR  4   CH  4   NT  G            7/32
BA   24   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   24   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   24   CR     1+1/4   TR  4   CH  4   NT  C'           7/32
BA   24   CR     1+1/2   TR  3   CH  3   NT  C-          15/32
BA   24   CR     1+1/2   TR  4   CH  4   NT  E'           7/32
BA   24   CR     1+3/4   TR  4   CH  4   NT  G'           7/32
BA   24   CR         2   TR  1   CH  1   NT  E           31/32
BA   24   CR         2   TR  3   CH  3   NT  C-          15/32
BA   24   CR         2   TR  4   CH  4   NT  E'           7/32
BA   24   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   24   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   24   CR     2+1/4   TR  4   CH  4   NT  G'           7/32
BA   24   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   24   CR     2+1/2   TR  3   CH  3   NT  C-          15/32
BA   24   CR     2+1/2   TR  4   CH  4   NT  E'           7/32
BA   24   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   24   CR     2+1/2   TR  8   CH 10   NT  E--          7/32
BA   24   CR     2+3/4   TR  4   CH  4   NT  C'           7/32
BA   24   CR     2+3/4   TR  8   CH 10   NT  E--          7/32
BA   24   CR         3   TR  3   CH  3   NT  C-          15/32
BA   24   CR         3   TR  4   CH  4   NT  G            7/32
BA   24   CR         3   TR  8   CH 10   NT  E--          7/32
BA   24   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   24   CR     3+1/4   TR  4   CH  4   NT  E            7/32
BA   24   CR     3+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   24   CR     3+1/2   TR  3   CH  3   NT  C-          15/32
BA   24   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   24   CR     3+1/2   TR  8   CH 10   NT  C--          7/32
BA   24   CR     3+3/4   TR  4   CH  4   NT  G-           7/32
BA   24   CR     3+3/4   TR  8   CH 10   NT  C--          7/32

BA   25   CR         0   TR  3   CH  3   NT  D--         15/32
BA   25   CR         0   TR  4   CH  4   NT  F--          7/32
BA   25   CR         0   TR  5   CH  5   NT  D''      63+31/32   von=77
BA   25   CR         0   TR  5   CH  5   NT  A'       63+31/32
BA   25   CR         0   TR  5   CH  5   NT  F'       63+31/32
BA   25   CR         0   TR  8   CH 10   NT  C#-         31/32
BA   25   CR         0   TR  8   CH 10   NT  C--         15/32
BA   25   CR       1/4   TR  4   CH  4   NT  A--          7/32
BA   25   CR       1/2   TR  3   CH  3   NT  D--         15/32
BA   25   CR       1/2   TR  4   CH  4   NT  D-           7/32
BA   25   CR       3/4   TR  4   CH  4   NT  F-           7/32
BA   25   CR         1   TR  3   CH  3   NT  D--         15/32
BA   25   CR         1   TR  4   CH  4   NT  A-           7/32
BA   25   CR         1   TR  8   CH 10   NT  E--         15/32
BA   25   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   25   CR     1+1/4   TR  4   CH  4   NT  D            7/32
BA   25   CR     1+1/2   TR  3   CH  3   NT  D--         15/32
BA   25   CR     1+1/2   TR  4   CH  4   NT  F            7/32
BA   25   CR     1+3/4   TR  4   CH  4   NT  A            7/32
BA   25   CR         2   TR  3   CH  3   NT  D--         15/32
BA   25   CR         2   TR  4   CH  4   NT  D'           7/32
BA   25   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   25   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   25   CR     2+1/4   TR  4   CH  4   NT  A            7/32
BA   25   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   25   CR     2+1/2   TR  3   CH  3   NT  D--         15/32
BA   25   CR     2+1/2   TR  4   CH  4   NT  F            7/32
BA   25   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   25   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   25   CR         3   TR  3   CH  3   NT  D--         15/32
BA   25   CR         3   TR  4   CH  4   NT  A-           7/32
BA   25   CR         3   TR  8   CH 10   NT  E--         15/32
BA   25   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   25   CR     3+1/4   TR  4   CH  4   NT  F-           7/32
BA   25   CR     3+1/2   TR  3   CH  3   NT  D--         15/32
BA   25   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   25   CR     3+3/4   TR  4   CH  4   NT  A--          7/32

BA   26   CR         0   TR  3   CH  3   NT  D--         15/32
BA   26   CR         0   TR  4   CH  4   NT  F--          7/32
BA   26   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   26   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   26   CR       1/4   TR  4   CH  4   NT  A--          7/32
BA   26   CR       1/2   TR  3   CH  3   NT  D--         15/32
BA   26   CR       1/2   TR  4   CH  4   NT  D-           7/32
BA   26   CR       3/4   TR  4   CH  4   NT  F-           7/32
BA   26   CR         1   TR  3   CH  3   NT  D--         15/32
BA   26   CR         1   TR  4   CH  4   NT  A-           7/32
BA   26   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   26   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   26   CR     1+1/4   TR  4   CH  4   NT  D            7/32
BA   26   CR     1+1/2   TR  3   CH  3   NT  D--         15/32
BA   26   CR     1+1/2   TR  4   CH  4   NT  F            7/32
BA   26   CR     1+3/4   TR  4   CH  4   NT  A            7/32
BA   26   CR         2   TR  3   CH  3   NT  D--         15/32
BA   26   CR         2   TR  4   CH  4   NT  D'           7/32
BA   26   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   26   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   26   CR     2+1/4   TR  4   CH  4   NT  A            7/32
BA   26   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   26   CR     2+1/2   TR  3   CH  3   NT  D--         15/32
BA   26   CR     2+1/2   TR  4   CH  4   NT  F            7/32
BA   26   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   26   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   26   CR         3   TR  3   CH  3   NT  D--         15/32
BA   26   CR         3   TR  4   CH  4   NT  A-           7/32
BA   26   CR         3   TR  8   CH 10   NT  E--         15/32
BA   26   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   26   CR     3+1/4   TR  4   CH  4   NT  F-           7/32
BA   26   CR     3+1/2   TR  3   CH  3   NT  D--         15/32
BA   26   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   26   CR     3+3/4   TR  4   CH  4   NT  A--          7/32

BA   27   CR         0   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR         0   TR  4   CH  4   NT  F--          7/32
BA   27   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   27   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   27   CR       1/4   TR  4   CH  4   NT  A--          7/32
BA   27   CR       1/2   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR       1/2   TR  4   CH  4   NT  D-           7/32
BA   27   CR       3/4   TR  4   CH  4   NT  F-           7/32
BA   27   CR         1   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR         1   TR  4   CH  4   NT  A-           7/32
BA   27   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   27   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   27   CR     1+1/4   TR  4   CH  4   NT  D            7/32
BA   27   CR     1+1/2   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR     1+1/2   TR  4   CH  4   NT  F            7/32
BA   27   CR     1+3/4   TR  4   CH  4   NT  A            7/32
BA   27   CR         2   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR         2   TR  4   CH  4   NT  D'           7/32
BA   27   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   27   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   27   CR     2+1/4   TR  4   CH  4   NT  A            7/32
BA   27   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   27   CR     2+1/2   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR     2+1/2   TR  4   CH  4   NT  F            7/32
BA   27   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   27   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   27   CR         3   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR         3   TR  4   CH  4   NT  A-           7/32
BA   27   CR         3   TR  8   CH 10   NT  E--         15/32
BA   27   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   27   CR     3+1/4   TR  4   CH  4   NT  F-           7/32
BA   27   CR     3+1/2   TR  3   CH  3   NT  Bb--        15/32
BA   27   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   27   CR     3+3/4   TR  4   CH  4   NT  A--          7/32

BA   28   CR         0   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR         0   TR  4   CH  4   NT  F--          7/32
BA   28   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   28   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   28   CR       1/4   TR  4   CH  4   NT  A--          7/32
BA   28   CR       1/2   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR       1/2   TR  4   CH  4   NT  D-           7/32
BA   28   CR       3/4   TR  4   CH  4   NT  F-           7/32
BA   28   CR         1   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR         1   TR  4   CH  4   NT  A-           7/32
BA   28   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   28   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   28   CR     1+1/4   TR  4   CH  4   NT  D            7/32
BA   28   CR     1+1/2   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR     1+1/2   TR  4   CH  4   NT  F            7/32
BA   28   CR     1+3/4   TR  4   CH  4   NT  A            7/32
BA   28   CR         2   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR         2   TR  4   CH  4   NT  D'           7/32
BA   28   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   28   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   28   CR     2+1/4   TR  4   CH  4   NT  A            7/32
BA   28   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   28   CR     2+1/2   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR     2+1/2   TR  4   CH  4   NT  F            7/32
BA   28   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   28   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   28   CR         3   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR         3   TR  4   CH  4   NT  A-           7/32
BA   28   CR         3   TR  8   CH 10   NT  E--         15/32
BA   28   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   28   CR     3+1/4   TR  4   CH  4   NT  F-           7/32
BA   28   CR     3+1/2   TR  3   CH  3   NT  Bb--        15/32
BA   28   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   28   CR     3+3/4   TR  4   CH  4   NT  A--          7/32

BA   29   CR         0   TR  3   CH  3   NT  C-          15/32
BA   29   CR         0   TR  4   CH  4   NT  F--          7/32
BA   29   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   29   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   29   CR       1/4   TR  4   CH  4   NT  A--          7/32
BA   29   CR       1/2   TR  3   CH  3   NT  C-          15/32
BA   29   CR       1/2   TR  4   CH  4   NT  D-           7/32
BA   29   CR       3/4   TR  4   CH  4   NT  F-           7/32
BA   29   CR         1   TR  3   CH  3   NT  C-          15/32
BA   29   CR         1   TR  4   CH  4   NT  A-           7/32
BA   29   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   29   CR         1   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   29   CR     1+1/4   TR  4   CH  4   NT  D            7/32
BA   29   CR     1+1/2   TR  3   CH  3   NT  C-          15/32
BA   29   CR     1+1/2   TR  4   CH  4   NT  F            7/32
BA   29   CR     1+3/4   TR  4   CH  4   NT  A            7/32
BA   29   CR         2   TR  3   CH  3   NT  C-          15/32
BA   29   CR         2   TR  4   CH  4   NT  D'           7/32
BA   29   CR         2   TR  8   CH 10   NT  C--          7/32   von=127
BA   29   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   29   CR     2+1/4   TR  4   CH  4   NT  A            7/32
BA   29   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   29   CR     2+1/2   TR  3   CH  3   NT  C-          15/32
BA   29   CR     2+1/2   TR  4   CH  4   NT  F            7/32
BA   29   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   29   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   29   CR         3   TR  3   CH  3   NT  C-          15/32
BA   29   CR         3   TR  4   CH  4   NT  A-           7/32
BA   29   CR         3   TR  8   CH 10   NT  E--         15/32
BA   29   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   29   CR     3+1/4   TR  4   CH  4   NT  F-           7/32
BA   29   CR     3+1/2   TR  3   CH  3   NT  C-          15/32
BA   29   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   29   CR     3+3/4   TR  4   CH  4   NT  A--          7/32

BA   30   CR         0   TR  3   CH  3   NT  C-          15/32
BA   30   CR         0   TR  4   CH  4   NT  F--          7/32
BA   30   CR         0   TR  8   CH 10   NT  C--         15/32   von=127
BA   30   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   30   CR       1/4   TR  4   CH  4   NT  A--          7/32
BA   30   CR       1/2   TR  3   CH  3   NT  C-          15/32
BA   30   CR       1/2   TR  4   CH  4   NT  D-           7/32
BA   30   CR       3/4   TR  4   CH  4   NT  F-           7/32
BA   30   CR         1   TR  3   CH  3   NT  C-          15/32
BA   30   CR         1   TR  4   CH  4   NT  A-           7/32
BA   30   CR         1   TR  8   CH 10   NT  Bb--        31/32
BA   30   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   30   CR     1+1/4   TR  4   CH  4   NT  D            7/32
BA   30   CR     1+1/2   TR  3   CH  3   NT  C-          15/32
BA   30   CR     1+1/2   TR  4   CH  4   NT  F            7/32
BA   30   CR     1+3/4   TR  4   CH  4   NT  A            7/32
BA   30   CR         2   TR  3   CH  3   NT  C-          15/32
BA   30   CR         2   TR  4   CH  4   NT  D'           7/32
BA   30   CR         2   TR  8   CH 10   NT  C--          7/32
BA   30   CR         2   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   30   CR     2+1/4   TR  4   CH  4   NT  A            7/32
BA   30   CR     2+1/4   TR  8   CH 10   NT  C--          7/32   von=127
BA   30   CR     2+1/2   TR  3   CH  3   NT  C-          15/32
BA   30   CR     2+1/2   TR  4   CH  4   NT  F            7/32
BA   30   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   30   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   30   CR         3   TR  3   CH  3   NT  C-          15/32
BA   30   CR         3   TR  4   CH  4   NT  A-           7/32
BA   30   CR         3   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   30   CR         3   TR  8   CH 10   NT  E--         15/32   von=127
BA   30   CR     3+1/4   TR  4   CH  4   NT  F-           7/32
BA   30   CR     3+1/2   TR  3   CH  3   NT  C-          15/32
BA   30   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   30   CR     3+3/4   TR  4   CH  4   NT  A--          7/32

BA   31   CR         0   TR  3   CH  3   NT  D-          15/32
BA   31   CR         0   TR  4   CH  4   NT  F--          7/32
BA   31   CR         0   TR  8   CH 10   NT  C--         15/32
BA   31   CR         0   TR  8   CH 10   NT  Bb--        31/32   von=80
BA   31   CR       1/4   TR  4   CH  4   NT  A--          7/32
BA   31   CR       1/2   TR  3   CH  3   NT  D-          15/32
BA   31   CR       1/2   TR  4   CH  4   NT  D-           7/32
BA   31   CR       3/4   TR  4   CH  4   NT  F-           7/32
BA   31   CR         1   TR  3   CH  3   NT  D-          15/32
BA   31   CR         1   TR  4   CH  4   NT  A-           7/32
BA   31   CR         1   TR  8   CH 10   NT  Bb--        31/32
BA   31   CR         1   TR  8   CH 10   NT  E--         15/32   von=127
BA   31   CR     1+1/4   TR  4   CH  4   NT  D            7/32
BA   31   CR     1+1/2   TR  3   CH  3   NT  D-          15/32
