format=1 tracks=9 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   Tempo 160
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "Tales of Symphonia - Dawn of the New World"
BA   46   CR     2+1/4   TR  4   CH  4   NT  D            7/32
BA   46   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   46   CR     2+1/2   TR  3   CH  3   NT  D-          15/32
BA   46   CR     2+1/2   TR  4   CH  4   NT  F#           7/32
BA   46   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   46   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   46   CR         3   TR  3   CH  3   NT  D-          15/32
BA   46   CR         3   TR  4   CH  4   NT  A-           7/32
BA   46   CR         3   TR  7   CH  7   NT  A           31/32
BA   46   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   46   CR         3   TR  8   CH 10   NT  E--         15/32
BA   46   CR     3+1/4   TR  4   CH  4   NT  F#-          7/32
BA   46   CR     3+1/2   TR  3   CH  3   NT  D-          15/32
BA   46   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   46   CR     3+3/4   TR  4   CH  4   NT  A--          7/32

BA   47   CR         0   TR  3   CH  3   NT  B--         15/32
BA   47   CR         0   TR  4   CH  4   NT  D---         7/32
BA   47   CR         0   TR  7   CH  7   NT  B         3+31/32
BA   47   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   47   CR         0   TR  8   CH 10   NT  C--         15/32
BA   47   CR       1/4   TR  4   CH  4   NT  F#---        7/32
BA   47   CR       1/2   TR  3   CH  3   NT  B--         15/32
BA   47   CR       1/2   TR  4   CH  4   NT  B---         7/32
BA   47   CR       3/4   TR  4   CH  4   NT  D--          7/32
BA   47   CR         1   TR  3   CH  3   NT  B--         15/32
BA   47   CR         1   TR  4   CH  4   NT  F#--         7/32
BA   47   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   47   CR         1   TR  8   CH 10   NT  E--         15/32
BA   47   CR     1+1/4   TR  4   CH  4   NT  B--          7/32
BA   47   CR     1+1/2   TR  3   CH  3   NT  B--         15/32
BA   47   CR     1+1/2   TR  4   CH  4   NT  D-           7/32
BA   47   CR     1+3/4   TR  4   CH  4   NT  F#-          7/32
BA   47   CR         2   TR  3   CH  3   NT  B--         15/32
BA   47   CR         2   TR  4   CH  4   NT  B-           7/32
BA   47   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   47   CR         2   TR  8   CH 10   NT  C--          7/32
BA   47   CR     2+1/4   TR  4   CH  4   NT  D            7/32
BA   47   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   47   CR     2+1/2   TR  3   CH  3   NT  B--         15/32
BA   47   CR     2+1/2   TR  4   CH  4   NT  F#           7/32
BA   47   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   47   CR     2+3/4   TR  4   CH  4   NT  D            7/32
BA   47   CR         3   TR  3   CH  3   NT  B--         15/32
BA   47   CR         3   TR  4   CH  4   NT  B-           7/32
BA   47   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   47   CR         3   TR  8   CH 10   NT  E--         15/32
BA   47   CR     3+1/4   TR  4   CH  4   NT  F#-          7/32
BA   47   CR     3+1/2   TR  3   CH  3   NT  B--         15/32
BA   47   CR     3+1/2   TR  4   CH  4   NT  D-           7/32
BA   47   CR     3+3/4   TR  4   CH  4   NT  B--          7/32

BA   48   CR         0   TR  3   CH  3   NT  E-          15/32
BA   48   CR         0   TR  4   CH  4   NT  B----        7/32
BA   48   CR         0   TR  7   CH  7   NT  D'        1+31/32
BA   48   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   48   CR         0   TR  8   CH 10   NT  C--         15/32
BA   48   CR       1/4   TR  4   CH  4   NT  E---         7/32
BA   48   CR       1/2   TR  3   CH  3   NT  E-          15/32
BA   48   CR       1/2   TR  4   CH  4   NT  G---         7/32
BA   48   CR       3/4   TR  4   CH  4   NT  B---         7/32
BA   48   CR         1   TR  3   CH  3   NT  E-          15/32
BA   48   CR         1   TR  4   CH  4   NT  E--          7/32
BA   48   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   48   CR         1   TR  8   CH 10   NT  E--         15/32
BA   48   CR     1+1/4   TR  4   CH  4   NT  G--          7/32
BA   48   CR     1+1/2   TR  3   CH  3   NT  E-          15/32
BA   48   CR     1+1/2   TR  4   CH  4   NT  B--          7/32
BA   48   CR     1+3/4   TR  4   CH  4   NT  E-           7/32
BA   48   CR         2   TR  3   CH  3   NT  E-          15/32
BA   48   CR         2   TR  4   CH  4   NT  G-           7/32
BA   48   CR         2   TR  7   CH  7   NT  E'        1+31/32
BA   48   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   48   CR         2   TR  8   CH 10   NT  C--          7/32
BA   48   CR     2+1/4   TR  4   CH  4   NT  B-           7/32
BA   48   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   48   CR     2+1/2   TR  3   CH  3   NT  E-          15/32
BA   48   CR     2+1/2   TR  4   CH  4   NT  E            7/32
BA   48   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   48   CR     2+1/2   TR  8   CH 10   NT  E--          7/32
BA   48   CR     2+3/4   TR  4   CH  4   NT  B-           7/32
BA   48   CR     2+3/4   TR  8   CH 10   NT  E--          7/32
BA   48   CR         3   TR  3   CH  3   NT  E-          15/32
BA   48   CR         3   TR  4   CH  4   NT  G-           7/32
BA   48   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   48   CR         3   TR  8   CH 10   NT  E--          7/32
BA   48   CR     3+1/4   TR  4   CH  4   NT  E-           7/32
BA   48   CR     3+1/4   TR  8   CH 10   NT  C--          7/32
BA   48   CR     3+1/2   TR  3   CH  3   NT  E-          15/32
BA   48   CR     3+1/2   TR  4   CH  4   NT  B--          7/32
BA   48   CR     3+1/2   TR  8   CH 10   NT  C--          7/32
BA   48   CR     3+3/4   TR  4   CH  4   NT  G--          7/32
BA   48   CR     3+3/4   TR  8   CH 10   NT  C--          7/32

BA   49   CR         0   TR  1   CH  1   NT  G         4+15/32
BA   49   CR         0   TR  3   CH  3   NT  A--         15/32
BA   49   CR         0   TR  4   CH  4   NT  A            7/32   von=100
BA   49   CR         0   TR  8   CH 10   NT  C#-         31/32
BA   49   CR         0   TR  8   CH 10   NT  C--         15/32
BA   49   CR       1/4   TR  4   CH  4   NT  E            7/32
BA   49   CR       1/2   TR  3   CH  3   NT  A--         15/32
BA   49   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   49   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   49   CR         1   TR  3   CH  3   NT  A--         15/32
BA   49   CR         1   TR  4   CH  4   NT  E-           7/32
BA   49   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   49   CR         1   TR  8   CH 10   NT  E--         15/32
BA   49   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   49   CR     1+1/2   TR  3   CH  3   NT  A--         15/32
BA   49   CR     1+1/2   TR  4   CH  4   NT  C            7/32
BA   49   CR     1+3/4   TR  4   CH  4   NT  E            7/32
BA   49   CR         2   TR  3   CH  3   NT  A--         15/32
BA   49   CR         2   TR  4   CH  4   NT  A            7/32
BA   49   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   49   CR         2   TR  8   CH 10   NT  C--          7/32
BA   49   CR     2+1/4   TR  4   CH  4   NT  E            7/32
BA   49   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   49   CR     2+1/2   TR  3   CH  3   NT  A--         15/32
BA   49   CR     2+1/2   TR  4   CH  4   NT  C            7/32
BA   49   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   49   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   49   CR         3   TR  3   CH  3   NT  A--         15/32
BA   49   CR         3   TR  4   CH  4   NT  E-           7/32
BA   49   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   49   CR         3   TR  8   CH 10   NT  E--         15/32
BA   49   CR     3+1/4   TR  4   CH  4   NT  A-           7/32
BA   49   CR     3+1/2   TR  3   CH  3   NT  A--         15/32
BA   49   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   49   CR     3+3/4   TR  4   CH  4   NT  E            7/32

BA   50   CR         0   TR  3   CH  3   NT  A--         15/32
BA   50   CR         0   TR  4   CH  4   NT  A            7/32
BA   50   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   50   CR         0   TR  8   CH 10   NT  C--         15/32
BA   50   CR       1/4   TR  4   CH  4   NT  E            7/32
BA   50   CR       1/2   TR  1   CH  1   NT  F#          15/32
BA   50   CR       1/2   TR  3   CH  3   NT  A--         15/32
BA   50   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   50   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   50   CR         1   TR  1   CH  1   NT  G           15/32
BA   50   CR         1   TR  3   CH  3   NT  A--         15/32
BA   50   CR         1   TR  4   CH  4   NT  E-           7/32
BA   50   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   50   CR         1   TR  8   CH 10   NT  E--         15/32
BA   50   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   50   CR     1+1/2   TR  1   CH  1   NT  A           15/32
BA   50   CR     1+1/2   TR  3   CH  3   NT  A--         15/32
BA   50   CR     1+1/2   TR  4   CH  4   NT  C            7/32
BA   50   CR     1+3/4   TR  4   CH  4   NT  E            7/32
BA   50   CR         2   TR  1   CH  1   NT  G           23/32
BA   50   CR         2   TR  3   CH  3   NT  A--         15/32
BA   50   CR         2   TR  4   CH  4   NT  A            7/32
BA   50   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   50   CR         2   TR  8   CH 10   NT  C--          7/32
BA   50   CR     2+1/4   TR  4   CH  4   NT  E            7/32
BA   50   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   50   CR     2+1/2   TR  3   CH  3   NT  A--         15/32
BA   50   CR     2+1/2   TR  4   CH  4   NT  C            7/32
BA   50   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   50   CR     2+3/4   TR  1   CH  1   NT  F#          23/32
BA   50   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   50   CR         3   TR  3   CH  3   NT  A--         15/32
BA   50   CR         3   TR  4   CH  4   NT  E-           7/32
BA   50   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   50   CR         3   TR  8   CH 10   NT  E--         15/32
BA   50   CR     3+1/4   TR  4   CH  4   NT  A-           7/32
BA   50   CR     3+1/2   TR  1   CH  1   NT  E           15/32
BA   50   CR     3+1/2   TR  3   CH  3   NT  A--         15/32
BA   50   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   50   CR     3+3/4   TR  4   CH  4   NT  E            7/32

BA   51   CR         0   TR  1   CH  1   NT  D         1+15/32
BA   51   CR         0   TR  3   CH  3   NT  F--         15/32
BA   51   CR         0   TR  4   CH  4   NT  A            7/32
BA   51   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   51   CR         0   TR  8   CH 10   NT  C--         15/32
BA   51   CR       1/4   TR  4   CH  4   NT  F            7/32
BA   51   CR       1/2   TR  3   CH  3   NT  F--         15/32
BA   51   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   51   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   51   CR         1   TR  3   CH  3   NT  F--         15/32
BA   51   CR         1   TR  4   CH  4   NT  F-           7/32
BA   51   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   51   CR         1   TR  8   CH 10   NT  E--         15/32
BA   51   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   51   CR     1+1/2   TR  1   CH  1   NT  E           15/32
BA   51   CR     1+1/2   TR  3   CH  3   NT  F--         15/32
BA   51   CR     1+1/2   TR  4   CH  4   NT  C            7/32
BA   51   CR     1+3/4   TR  4   CH  4   NT  F            7/32
BA   51   CR         2   TR  1   CH  1   NT  A-        1+31/32
BA   51   CR         2   TR  3   CH  3   NT  F--         15/32
BA   51   CR         2   TR  4   CH  4   NT  A            7/32
BA   51   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   51   CR         2   TR  8   CH 10   NT  C--          7/32
BA   51   CR     2+1/4   TR  4   CH  4   NT  F            7/32
BA   51   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   51   CR     2+1/2   TR  3   CH  3   NT  F--         15/32
BA   51   CR     2+1/2   TR  4   CH  4   NT  C            7/32
BA   51   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   51   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   51   CR         3   TR  3   CH  3   NT  F--         15/32
BA   51   CR         3   TR  4   CH  4   NT  F-           7/32
BA   51   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   51   CR         3   TR  8   CH 10   NT  E--         15/32
BA   51   CR     3+1/4   TR  4   CH  4   NT  A-           7/32
BA   51   CR     3+1/2   TR  3   CH  3   NT  F--         15/32
BA   51   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   51   CR     3+3/4   TR  4   CH  4   NT  F            7/32

BA   52   CR         0   TR  2   CH  2   NT  D         1+15/32
BA   52   CR         0   TR  3   CH  3   NT  C-          15/32
BA   52   CR         0   TR  4   CH  4   NT  A            7/32
BA   52   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   52   CR         0   TR  8   CH 10   NT  C--         15/32
BA   52   CR       1/4   TR  4   CH  4   NT  F            7/32
BA   52   CR       1/2   TR  3   CH  3   NT  A--         15/32
BA   52   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   52   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   52   CR         1   TR  3   CH  3   NT  A--         15/32
BA   52   CR         1   TR  4   CH  4   NT  F-           7/32
BA   52   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   52   CR         1   TR  8   CH 10   NT  E--         15/32
BA   52   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   52   CR     1+1/2   TR  2   CH  2   NT  E           15/32
BA   52   CR     1+1/2   TR  3   CH  3   NT  C-          15/32
BA   52   CR     1+1/2   TR  4   CH  4   NT  C            7/32
BA   52   CR     1+3/4   TR  4   CH  4   NT  F            7/32
BA   52   CR         2   TR  2   CH  2   NT  A-        1+31/32
BA   52   CR         2   TR  3   CH  3   NT  F--         15/32
BA   52   CR         2   TR  4   CH  4   NT  A            7/32
BA   52   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   52   CR         2   TR  8   CH 10   NT  C--          7/32
BA   52   CR     2+1/4   TR  4   CH  4   NT  F            7/32
BA   52   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   52   CR     2+1/2   TR  3   CH  3   NT  F--         15/32
BA   52   CR     2+1/2   TR  4   CH  4   NT  C            7/32
BA   52   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   52   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   52   CR         3   TR  3   CH  3   NT  C-          15/32
BA   52   CR         3   TR  4   CH  4   NT  F-           7/32
BA   52   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   52   CR         3   TR  8   CH 10   NT  E--         15/32
BA   52   CR     3+1/4   TR  4   CH  4   NT  A-           7/32
BA   52   CR     3+1/2   TR  3   CH  3   NT  F--         15/32
BA   52   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   52   CR     3+3/4   TR  4   CH  4   NT  F            7/32

BA   53   CR         0   TR  1   CH  1   NT  G           23/32
BA   53   CR         0   TR  3   CH  3   NT  A--         15/32
BA   53   CR         0   TR  4   CH  4   NT  A            7/32
BA   53   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   53   CR         0   TR  8   CH 10   NT  C--         15/32
BA   53   CR       1/4   TR  4   CH  4   NT  E            7/32
BA   53   CR       1/2   TR  3   CH  3   NT  A--         15/32
BA   53   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   53   CR       3/4   TR  1   CH  1   NT  F#          23/32
BA   53   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   53   CR         1   TR  3   CH  3   NT  A--         15/32
BA   53   CR         1   TR  4   CH  4   NT  E-           7/32
BA   53   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   53   CR         1   TR  8   CH 10   NT  E--         15/32
BA   53   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   53   CR     1+1/2   TR  1   CH  1   NT  G           15/32
BA   53   CR     1+1/2   TR  3   CH  3   NT  A--         15/32
BA   53   CR     1+1/2   TR  4   CH  4   NT  C            7/32
BA   53   CR     1+3/4   TR  4   CH  4   NT  E            7/32
BA   53   CR         2   TR  1   CH  1   NT  A           23/32
BA   53   CR         2   TR  3   CH  3   NT  A--         15/32
BA   53   CR         2   TR  4   CH  4   NT  A            7/32
BA   53   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   53   CR         2   TR  8   CH 10   NT  C--          7/32
BA   53   CR     2+1/4   TR  4   CH  4   NT  E            7/32
BA   53   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   53   CR     2+1/2   TR  3   CH  3   NT  A--         15/32
BA   53   CR     2+1/2   TR  4   CH  4   NT  C            7/32
BA   53   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   53   CR     2+3/4   TR  1   CH  1   NT  G           23/32
BA   53   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   53   CR         3   TR  3   CH  3   NT  A--         15/32
BA   53   CR         3   TR  4   CH  4   NT  E-           7/32
BA   53   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   53   CR         3   TR  8   CH 10   NT  E--         15/32
BA   53   CR     3+1/4   TR  4   CH  4   NT  A-           7/32
BA   53   CR     3+1/2   TR  1   CH  1   NT  F#          15/32
BA   53   CR     3+1/2   TR  3   CH  3   NT  A--         15/32
BA   53   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   53   CR     3+3/4   TR  4   CH  4   NT  E            7/32

BA   54   CR         0   TR  1   CH  1   NT  E         1+31/32
BA   54   CR         0   TR  3   CH  3   NT  A--         15/32
BA   54   CR         0   TR  4   CH  4   NT  A            7/32
BA   54   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   54   CR         0   TR  8   CH 10   NT  C--         15/32
BA   54   CR       1/4   TR  4   CH  4   NT  E            7/32
BA   54   CR       1/2   TR  3   CH  3   NT  A--         15/32
BA   54   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   54   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   54   CR         1   TR  3   CH  3   NT  A--         15/32
BA   54   CR         1   TR  4   CH  4   NT  E-           7/32
BA   54   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   54   CR         1   TR  8   CH 10   NT  E--         15/32
BA   54   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   54   CR     1+1/2   TR  3   CH  3   NT  A--         15/32
BA   54   CR     1+1/2   TR  4   CH  4   NT  C            7/32
BA   54   CR     1+3/4   TR  4   CH  4   NT  E            7/32
BA   54   CR         2   TR  1   CH  1   NT  B           23/32
BA   54   CR         2   TR  3   CH  3   NT  A--         15/32
BA   54   CR         2   TR  4   CH  4   NT  A            7/32
BA   54   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   54   CR         2   TR  8   CH 10   NT  C--          7/32
BA   54   CR     2+1/4   TR  4   CH  4   NT  E            7/32
BA   54   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   54   CR     2+1/2   TR  3   CH  3   NT  A--         15/32
BA   54   CR     2+1/2   TR  4   CH  4   NT  C            7/32
BA   54   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   54   CR     2+3/4   TR  1   CH  1   NT  A           23/32
BA   54   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   54   CR         3   TR  3   CH  3   NT  A--         15/32
BA   54   CR         3   TR  4   CH  4   NT  E-           7/32
BA   54   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   54   CR         3   TR  8   CH 10   NT  E--         15/32
BA   54   CR     3+1/4   TR  4   CH  4   NT  A-           7/32
BA   54   CR     3+1/2   TR  1   CH  1   NT  G           15/32
BA   54   CR     3+1/2   TR  3   CH  3   NT  A--         15/32
BA   54   CR     3+1/2   TR  4   CH  4   NT  C            7/32
BA   54   CR     3+3/4   TR  4   CH  4   NT  E            7/32

BA   55   CR         0   TR  1   CH  1   NT  F#        1+15/32
BA   55   CR         0   TR  3   CH  3   NT  C-          15/32
BA   55   CR         0   TR  4   CH  4   NT  C'           7/32
BA   55   CR         0   TR  5   CH  5   NT  C         3+31/32   von=120
BA   55   CR         0   TR  5   CH  5   NT  E         3+31/32
BA   55   CR         0   TR  5   CH  5   NT  G         3+31/32
BA   55   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   55   CR         0   TR  8   CH 10   NT  C--         15/32
BA   55   CR       1/4   TR  4   CH  4   NT  G            7/32
BA   55   CR       1/2   TR  3   CH  3   NT  C-          15/32
BA   55   CR       1/2   TR  4   CH  4   NT  E            7/32
BA   55   CR       3/4   TR  4   CH  4   NT  C            7/32
BA   55   CR         1   TR  3   CH  3   NT  C-          15/32
BA   55   CR         1   TR  4   CH  4   NT  G-           7/32
BA   55   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   55   CR         1   TR  8   CH 10   NT  E--         15/32
BA   55   CR     1+1/4   TR  4   CH  4   NT  C            7/32
BA   55   CR     1+1/2   TR  1   CH  1   NT  G           15/32
BA   55   CR     1+1/2   TR  3   CH  3   NT  C-          15/32
BA   55   CR     1+1/2   TR  4   CH  4   NT  E            7/32
BA   55   CR     1+3/4   TR  4   CH  4   NT  G            7/32
BA   55   CR         2   TR  1   CH  1   NT  E         1+31/32
BA   55   CR         2   TR  3   CH  3   NT  C-          15/32
BA   55   CR         2   TR  4   CH  4   NT  C'           7/32
BA   55   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   55   CR         2   TR  8   CH 10   NT  C--          7/32
BA   55   CR     2+1/4   TR  4   CH  4   NT  G            7/32
BA   55   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   55   CR     2+1/2   TR  3   CH  3   NT  C-          15/32
BA   55   CR     2+1/2   TR  4   CH  4   NT  E            7/32
BA   55   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   55   CR     2+3/4   TR  4   CH  4   NT  C            7/32
BA   55   CR         3   TR  3   CH  3   NT  C-          15/32
BA   55   CR         3   TR  4   CH  4   NT  G-           7/32
BA   55   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   55   CR         3   TR  8   CH 10   NT  E--         15/32
BA   55   CR     3+1/4   TR  4   CH  4   NT  C            7/32
BA   55   CR     3+1/2   TR  3   CH  3   NT  C-          15/32
BA   55   CR     3+1/2   TR  4   CH  4   NT  E            7/32
BA   55   CR     3+3/4   TR  4   CH  4   NT  G            7/32

BA   56   CR         0   TR  1   CH  1   NT  F#        1+15/32
BA   56   CR         0   TR  3   CH  3   NT  D-          15/32
BA   56   CR         0   TR  4   CH  4   NT  A            7/32
BA   56   CR         0   TR  5   CH  5   NT  F#        3+31/32
BA   56   CR         0   TR  5   CH  5   NT  D         3+31/32
BA   56   CR         0   TR  5   CH  5   NT  A         3+31/32
BA   56   CR         0   TR  8   CH 10   NT  Eb-         31/32
BA   56   CR         0   TR  8   CH 10   NT  C--         15/32
BA   56   CR       1/4   TR  4   CH  4   NT  F#           7/32
BA   56   CR       1/2   TR  3   CH  3   NT  D-          15/32
BA   56   CR       1/2   TR  4   CH  4   NT  D            7/32
BA   56   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   56   CR         1   TR  3   CH  3   NT  D-          15/32
BA   56   CR         1   TR  4   CH  4   NT  F#-          7/32
BA   56   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   56   CR         1   TR  8   CH 10   NT  E--         15/32
BA   56   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   56   CR     1+1/2   TR  1   CH  1   NT  G           15/32
BA   56   CR     1+1/2   TR  3   CH  3   NT  D-          15/32
BA   56   CR     1+1/2   TR  4   CH  4   NT  D            7/32
BA   56   CR     1+3/4   TR  4   CH  4   NT  F#           7/32
BA   56   CR         2   TR  1   CH  1   NT  E         1+31/32
BA   56   CR         2   TR  3   CH  3   NT  D-          15/32
BA   56   CR         2   TR  4   CH  4   NT  A            7/32
BA   56   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   56   CR         2   TR  8   CH 10   NT  C--          7/32
BA   56   CR     2+1/4   TR  4   CH  4   NT  F#           7/32
BA   56   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   56   CR     2+1/2   TR  3   CH  3   NT  D-          15/32
BA   56   CR     2+1/2   TR  4   CH  4   NT  D            7/32
BA   56   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   56   CR     2+1/2   TR  8   CH 10   NT  E--          7/32
BA   56   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   56   CR     2+3/4   TR  8   CH 10   NT  E--          7/32
BA   56   CR         3   TR  3   CH  3   NT  D-          15/32
BA   56   CR         3   TR  4   CH  4   NT  F#-          7/32
BA   56   CR         3   TR  8   CH 10   NT  Eb-         31/32
BA   56   CR         3   TR  8   CH 10   NT  E--          7/32
BA   56   CR     3+1/4   TR  4   CH  4   NT  A-           7/32
BA   56   CR     3+1/4   TR  8   CH 10   NT  C--          7/32
BA   56   CR     3+1/2   TR  3   CH  3   NT  D-          15/32
BA   56   CR     3+1/2   TR  4   CH  4   NT  D            7/32
BA   56   CR     3+1/2   TR  8   CH 10   NT  C--          7/32
BA   56   CR     3+3/4   TR  4   CH  4   NT  F#           7/32
BA   56   CR     3+3/4   TR  8   CH 10   NT  C--          7/32

BA   57   CR         0   TR  1   CH  1   NT  G         4+15/32
BA   57   CR         0   TR  3   CH  3   NT  A--         15/32
BA   57   CR         0   TR  4   CH  4   NT  A            7/32
BA   57   CR         0   TR  8   CH 10   NT  C#-         31/32
BA   57   CR         0   TR  8   CH 10   NT  C--         15/32
BA   57   CR       1/4   TR  4   CH  4   NT  E            7/32
BA   57   CR       1/2   TR  3   CH  3   NT  A--         15/32
BA   57   CR       1/2   TR  4   CH  4   NT  C            7/32
BA   57   CR       3/4   TR  4   CH  4   NT  A-           7/32
BA   57   CR         1   TR  3   CH  3   NT  A--         15/32
BA   57   CR         1   TR  4   CH  4   NT  E-           7/32
BA   57   CR         1   TR  8   CH 10   NT  Eb-         31/32
BA   57   CR         1   TR  8   CH 10   NT  E--         15/32
BA   57   CR     1+1/4   TR  4   CH  4   NT  A-           7/32
BA   57   CR     1+1/2   TR  3   CH  3   NT  A--         15/32
BA   57   CR     1+1/2   TR  4   CH  4   NT  C            7/32
BA   57   CR     1+3/4   TR  4   CH  4   NT  E            7/32
BA   57   CR         2   TR  3   CH  3   NT  A--         15/32
BA   57   CR         2   TR  4   CH  4   NT  A            7/32
BA   57   CR         2   TR  8   CH 10   NT  Eb-         31/32
BA   57   CR         2   TR  8   CH 10   NT  C--          7/32
BA   57   CR     2+1/4   TR  4   CH  4   NT  E            7/32
BA   57   CR     2+1/4   TR  8   CH 10   NT  C--          7/32
BA   57   CR     2+1/2   TR  3   CH  3   NT  A--         15/32
BA   57   CR     2+1/2   TR  4   CH  4   NT  C            7/32
BA   57   CR     2+1/2   TR  8   CH 10   NT  C--          7/32
BA   57   CR     2+3/4   TR  4   CH  4   NT  A-           7/32
BA   57   CR         3   TR  3   CH  3   NT  A--         15/32
BA   57   CR         3   TR  4   CH  4   NT  E-           7/32
